File Name,File Size,Zipped File Size,Compression Ratio (Non-BWT Text),File Name,File Size,BWT Zipped File Size,Compression Ratio (BWT Text)
,15000,7708,1.946030099,,15000,7690,1.950585176
,15000,7710,1.945525292,,15000,7709,1.945777662
,15000,7695,1.949317739,,15000,7688,1.951092612
,15000,7711,1.945272987,,15000,7706,1.946535167
,15000,7726,1.941496246,,15000,7731,1.94024059
,15000,7724,1.941998964,,15000,7683,1.952362358
,15000,7710,1.945525292,,15000,7711,1.945272987
,15000,7722,1.942501943,,15000,7711,1.945272987
,15000,7710,1.945525292,,15000,7699,1.948304975
,15000,7711,1.945272987,,15000,7715,1.94426442
,15000,7734,1.939487975,,15000,7690,1.950585176
,15000,7679,1.953379346,,15000,7701,1.947798987
,15000,7714,1.944516464,,15000,7719,1.943256899
,15000,7699,1.948304975,,15000,7733,1.939738782
,15000,7696,1.949064449,,15000,7730,1.940491591
,15000,7679,1.953379346,,15000,7682,1.952616506
,15000,7703,1.947293262,,15000,7709,1.945777662
,15000,7702,1.947546092,,15000,7704,1.947040498
,15000,7682,1.952616506,,15000,7724,1.941998964
,15000,7693,1.949824516,,15000,7699,1.948304975
,15000,7709,1.945777662,,15000,7695,1.949317739
,15000,7716,1.944012442,,15000,7691,1.950331556
,15000,7732,1.939989653,,15000,7703,1.947293262
,15000,7692,1.950078003,,15000,7706,1.946535167
,15000,7697,1.948811225,,15000,7697,1.948811225
,15000,7729,1.940742658,,15000,7702,1.947546092
,15000,7719,1.943256899,,15000,7715,1.94426442
,15000,7724,1.941998964,,15000,7713,1.944768573
,15000,7697,1.948811225,,15000,7711,1.945272987
,20000,10204,1.96001568,,20000,10175,1.965601966
,20000,10172,1.966181675,,20000,10191,1.962515945
,20000,10192,1.962323391,,20000,10179,1.964829551
,20000,10184,1.963864886,,20000,10233,1.954461057
,20000,10187,1.963286542,,20000,10206,1.959631589
,20000,10176,1.965408805,,20000,10190,1.962708538
,20000,10169,1.966761727,,20000,10204,1.96001568
,20000,10186,1.963479285,,20000,10178,1.965022598
,20000,10134,1.973554371,,20000,10160,1.968503937
,20000,10215,1.957905042,,20000,10221,1.956755699
,20000,10197,1.961361185,,20000,10187,1.963286542
,20000,10168,1.966955153,,20000,10189,1.962901168
,20000,10161,1.968310206,,20000,10166,1.967342121
,20000,10182,1.964250638,,20000,10183,1.964057743
,20000,10171,1.966374988,,20000,10182,1.964250638
,20000,10207,1.9594396,,20000,10207,1.9594396
,20000,10200,1.960784314,,20000,10183,1.964057743
,20000,10213,1.958288456,,20000,10184,1.963864886
,20000,10213,1.958288456,,20000,10180,1.964636542
,20000,10151,1.970249237,,20000,10193,1.962130874
,20000,10172,1.966181675,,20000,10208,1.959247649
,20000,10162,1.968116512,,20000,10206,1.959631589
,20000,10196,1.96155355,,20000,10176,1.965408805
,20000,10196,1.96155355,,20000,10193,1.962130874
,20000,10168,1.966955153,,20000,10195,1.961745954
,20000,10204,1.96001568,,20000,10195,1.961745954
,20000,10193,1.962130874,,20000,10202,1.960399922
,20000,10176,1.965408805,,20000,10170,1.966568338
,20000,10174,1.965795164,,20000,10226,1.955798944
,20000,10187,1.963286542,,20000,10175,1.965601966
,20000,10196,1.96155355,,20000,10189,1.962901168
,20000,10180,1.964636542,,20000,10164,1.96772924
,20000,10212,1.958480219,,20000,10184,1.963864886
,20000,10205,1.959823616,,20000,10179,1.964829551
,20000,10159,1.968697706,,20000,10202,1.960399922
,20000,10178,1.965022598,,20000,10192,1.962323391
,20000,10172,1.966181675,,20000,10209,1.959055735
,20000,10178,1.965022598,,20000,10201,1.960592099
,20000,10197,1.961361185,,20000,10187,1.963286542
,20000,10179,1.964829551,,20000,10164,1.96772924
,20000,10183,1.964057743,,20000,10180,1.964636542
,20000,10210,1.958863859,,20000,10188,1.963093836
,20000,10208,1.959247649,,20000,10213,1.958288456
,20000,10178,1.965022598,,20000,10213,1.958288456
,20000,10171,1.966374988,,20000,10178,1.965022598
,20000,10201,1.960592099,,20000,10199,1.960976566
,20000,10176,1.965408805,,20000,10166,1.967342121
,20000,10173,1.965988401,,20000,10168,1.966955153
,20000,10171,1.966374988,,20000,10156,1.969279244
,20000,10200,1.960784314,,20000,10183,1.964057743
,20000,10179,1.964829551,,20000,10185,1.963672067
,20000,10173,1.965988401,,20000,10198,1.961168857
,20000,10173,1.965988401,,20000,10196,1.96155355
,20000,10177,1.965215682,,20000,10170,1.966568338
,20000,10153,1.969861125,,20000,10160,1.968503937
,20000,10181,1.964443571,,20000,10222,1.956564273
,20000,10208,1.959247649,,20000,10206,1.959631589
,20000,10174,1.965795164,,20000,10194,1.961938395
,20000,10168,1.966955153,,20000,10165,1.967535662
,20000,10177,1.965215682,,20000,10201,1.960592099
,20000,10213,1.958288456,,20000,10193,1.962130874
,20000,10185,1.963672067,,20000,10207,1.9594396
,20000,10176,1.965408805,,20000,10179,1.964829551
,20000,10161,1.968310206,,20000,10187,1.963286542
,20000,10200,1.960784314,,20000,10197,1.961361185
,20000,10186,1.963479285,,20000,10182,1.964250638
,20000,10186,1.963479285,,20000,10189,1.962901168
,20000,10175,1.965601966,,20000,10168,1.966955153
,20000,10192,1.962323391,,20000,10194,1.961938395
,20000,10189,1.962901168,,20000,10223,1.956372885
,20000,10201,1.960592099,,20000,10186,1.963479285
,20000,10173,1.965988401,,20000,10190,1.962708538
,20000,10168,1.966955153,,20000,10197,1.961361185
,20000,10178,1.965022598,,20000,10179,1.964829551
,20000,10172,1.966181675,,20000,10169,1.966761727
,20000,10188,1.963093836,,20000,10175,1.965601966
,20000,10209,1.959055735,,20000,10160,1.968503937
,20000,10183,1.964057743,,20000,10168,1.966955153
,20000,10167,1.967148618,,20000,10162,1.968116512
,20000,10158,1.968891514,,20000,10190,1.962708538
,20000,10164,1.96772924,,20000,10207,1.9594396
,20000,10193,1.962130874,,20000,10206,1.959631589
,20000,10185,1.963672067,,20000,10168,1.966955153
,20000,10142,1.971997634,,20000,10182,1.964250638
,20000,10190,1.962708538,,20000,10182,1.964250638
,20000,10179,1.964829551,,20000,10215,1.957905042
,20000,10156,1.969279244,,20000,10202,1.960399922
,20000,10166,1.967342121,,20000,10179,1.964829551
,20000,10186,1.963479285,,20000,10173,1.965988401
,20000,10164,1.96772924,,20000,10178,1.965022598
,20000,10158,1.968891514,,20000,10227,1.955607705
,20000,10162,1.968116512,,20000,10161,1.968310206
,20000,10178,1.965022598,,20000,10192,1.962323391
,20000,10151,1.970249237,,20000,10194,1.961938395
,20000,10210,1.958863859,,20000,10173,1.965988401
,20000,10165,1.967535662,,20000,10199,1.960976566
,20000,10199,1.960976566,,20000,10193,1.962130874
,20000,10182,1.964250638,,20000,10187,1.963286542
,20000,10192,1.962323391,,20000,10159,1.968697706
,20000,10177,1.965215682,,20000,10162,1.968116512
,25000,12645,1.977066034,,25000,12656,1.975347661
,25000,12621,1.980825608,,25000,12651,1.976128369
,25000,12597,1.984599508,,25000,12641,1.977691638
,25000,12617,1.981453594,,25000,12639,1.978004589
,25000,12638,1.978161101,,25000,12602,1.983812093
,25000,12613,1.982081979,,25000,12644,1.977222398
,25000,12658,1.975035551,,25000,12614,1.981924845
,25000,12582,1.986965506,,25000,12640,1.977848101
,25000,12630,1.979414093,,25000,12636,1.978474201
,25000,12636,1.978474201,,25000,12655,1.975503753
,25000,12643,1.977378787,,25000,12636,1.978474201
,25000,12617,1.981453594,,25000,12646,1.976909695
,25000,12638,1.978161101,,25000,12686,1.970676336
,25000,12617,1.981453594,,25000,12608,1.98286802
,25000,12606,1.983182611,,25000,12594,1.985072257
,25000,12598,1.984441975,,25000,12661,1.97456757
,25000,12607,1.983025303,,25000,12618,1.98129656
,25000,12628,1.979727589,,25000,12664,1.97409981
,25000,12622,1.980668674,,25000,12653,1.975816012
,25000,12630,1.979414093,,25000,12639,1.978004589
,25000,12629,1.979570829,,25000,12645,1.977066034
,25000,12619,1.981139551,,25000,12662,1.974411625
,25000,12607,1.983025303,,25000,12639,1.978004589
,25000,12614,1.981924845,,25000,12617,1.981453594
,25000,12608,1.98286802,,25000,12630,1.979414093
,25000,12623,1.980511764,,25000,12669,1.973320704
,25000,12660,1.974723539,,25000,12632,1.979100697
,25000,12637,1.978317639,,25000,12652,1.975972178
,25000,12643,1.977378787,,25000,12625,1.98019802
,25000,12655,1.975503753,,25000,12631,1.979257383
,25000,12620,1.980982567,,25000,12619,1.981139551
,25000,12616,1.981610653,,25000,12604,1.983497302
,25000,12623,1.980511764,,25000,12600,1.984126984
,25000,12628,1.979727589,,25000,12622,1.980668674
,25000,12637,1.978317639,,25000,12640,1.977848101
,25000,12601,1.983969526,,25000,12657,1.975191594
,25000,12616,1.981610653,,25000,12619,1.981139551
,25000,12600,1.984126984,,25000,12613,1.982081979
,25000,12629,1.979570829,,25000,12627,1.979884375
,25000,12640,1.977848101,,25000,12640,1.977848101
,25000,12602,1.983812093,,25000,12618,1.98129656
,25000,12625,1.98019802,,25000,12627,1.979884375
,25000,12643,1.977378787,,25000,12615,1.981767737
,25000,12621,1.980825608,,25000,12624,1.98035488
,25000,12619,1.981139551,,25000,12637,1.978317639
,25000,12619,1.981139551,,25000,12660,1.974723539
,25000,12657,1.975191594,,25000,12690,1.970055162
,25000,12599,1.984284467,,25000,12618,1.98129656
,25000,12588,1.98601843,,25000,12606,1.983182611
,25000,12619,1.981139551,,25000,12611,1.982396321
,25000,12634,1.978787399,,25000,12633,1.978944035
,25000,12639,1.978004589,,25000,12626,1.980041185
,25000,12632,1.979100697,,25000,12617,1.981453594
,25000,12642,1.9775352,,25000,12604,1.983497302
,25000,12637,1.978317639,,25000,12659,1.974879532
,25000,12621,1.980825608,,25000,12643,1.977378787
,25000,12618,1.98129656,,25000,12623,1.980511764
,25000,12575,1.988071571,,25000,12664,1.97409981
,25000,12672,1.972853535,,25000,12626,1.980041185
,25000,12662,1.974411625,,25000,12588,1.98601843
,25000,12617,1.981453594,,25000,12638,1.978161101
,25000,12596,1.984757066,,25000,12649,1.976440825
,25000,12647,1.97675338,,25000,12639,1.978004589
,25000,12680,1.971608833,,25000,12610,1.982553529
,25000,12639,1.978004589,,25000,12640,1.977848101
,25000,12615,1.981767737,,25000,12622,1.980668674
,25000,12612,1.982239137,,25000,12640,1.977848101
,25000,12628,1.979727589,,25000,12625,1.98019802
,25000,12612,1.982239137,,25000,12594,1.985072257
,25000,12606,1.983182611,,25000,12632,1.979100697
,25000,12642,1.9775352,,25000,12626,1.980041185
,25000,12658,1.975035551,,25000,12639,1.978004589
,25000,12616,1.981610653,,25000,12632,1.979100697
,25000,12640,1.977848101,,25000,12658,1.975035551
,25000,12633,1.978944035,,25000,12667,1.973632273
,25000,12657,1.975191594,,25000,12649,1.976440825
,25000,12636,1.978474201,,25000,12626,1.980041185
,25000,12624,1.98035488,,25000,12624,1.98035488
,25000,12607,1.983025303,,25000,12633,1.978944035
,25000,12608,1.98286802,,25000,12659,1.974879532
,25000,12631,1.979257383,,25000,12635,1.978630787
,25000,12643,1.977378787,,25000,12658,1.975035551
,25000,12638,1.978161101,,25000,12645,1.977066034
,25000,12636,1.978474201,,25000,12666,1.973788094
,25000,12653,1.975816012,,25000,12638,1.978161101
,25000,12602,1.983812093,,25000,12643,1.977378787
,25000,12626,1.980041185,,25000,12651,1.976128369
,25000,12636,1.978474201,,25000,12632,1.979100697
,25000,12624,1.98035488,,25000,12663,1.974255706
,25000,12640,1.977848101,,25000,12614,1.981924845
,25000,12669,1.973320704,,25000,12660,1.974723539
,25000,12610,1.982553529,,25000,12670,1.973164957
,25000,12621,1.980825608,,25000,12655,1.975503753
,25000,12631,1.979257383,,25000,12636,1.978474201
,25000,12586,1.986334022,,25000,12627,1.979884375
,25000,12658,1.975035551,,25000,12636,1.978474201
,25000,12627,1.979884375,,25000,12665,1.97394394
,25000,12621,1.980825608,,25000,12620,1.980982567
,25000,12633,1.978944035,,25000,12649,1.976440825
,25000,12585,1.986491855,,25000,12639,1.978004589
,30000,15074,1.99018177,,30000,15076,1.98991775
,30000,15083,1.988994232,,30000,15097,1.987149765
,30000,15077,1.989785766,,30000,15121,1.983995767
,30000,15126,1.983339944,,30000,15101,1.986623402
,30000,15109,1.985571514,,30000,15084,1.988862371
,30000,15083,1.988994232,,30000,15082,1.989126111
,30000,15087,1.988466892,,30000,15110,1.985440106
,30000,15083,1.988994232,,30000,15106,1.985965841
,30000,15086,1.988598701,,30000,15118,1.98438947
,30000,15087,1.988466892,,30000,15114,1.984914649
,30000,15111,1.985308716,,30000,15091,1.987939832
,30000,15123,1.983733386,,30000,15110,1.985440106
,30000,15080,1.98938992,,30000,15101,1.986623402
,30000,15111,1.985308716,,30000,15102,1.986491855
,30000,15143,1.981113386,,30000,15052,1.993090619
,30000,15063,1.991635132,,30000,15098,1.987018148
,30000,15102,1.986491855,,30000,15085,1.988730527
,30000,15109,1.985571514,,30000,15077,1.989785766
,30000,15097,1.987149765,,30000,15100,1.986754967
,30000,15100,1.986754967,,30000,15094,1.98754472
,30000,15110,1.985440106,,30000,15123,1.983733386
,30000,15086,1.988598701,,30000,15076,1.98991775
,30000,15070,1.99071002,,30000,15091,1.987939832
,30000,15094,1.98754472,,30000,15122,1.983864568
,30000,15108,1.985702939,,30000,15102,1.986491855
,30000,15073,1.990313806,,30000,15105,1.986097319
,30000,15089,1.988203327,,30000,15093,1.987676406
,30000,15092,1.98780811,,30000,15085,1.988730527
,30000,15099,1.986886549,,30000,15111,1.985308716
,30000,15083,1.988994232,,30000,15100,1.986754967
,30000,15084,1.988862371,,30000,15074,1.99018177
,30000,15066,1.99123855,,30000,15107,1.985834381
,30000,15094,1.98754472,,30000,15147,1.980590216
,30000,15128,1.983077737,,30000,15070,1.99071002
,30000,15123,1.983733386,,30000,15098,1.987018148
,30000,15127,1.983208832,,30000,15101,1.986623402
,30000,15126,1.983339944,,30000,15127,1.983208832
,30000,15074,1.99018177,,30000,15088,1.988335101
,30000,15086,1.988598701,,30000,15097,1.987149765
,30000,15111,1.985308716,,30000,15084,1.988862371
,30000,15121,1.983995767,,30000,15128,1.983077737
,30000,15102,1.986491855,,30000,15088,1.988335101
,30000,15083,1.988994232,,30000,15095,1.987413051
,30000,15070,1.99071002,,30000,15106,1.985965841
,30000,15090,1.988071571,,30000,15100,1.986754967
,30000,15073,1.990313806,,30000,15082,1.989126111
,30000,15061,1.991899608,,30000,15108,1.985702939
,30000,15116,1.984652024,,30000,15122,1.983864568
,30000,15074,1.99018177,,30000,15075,1.990049751
,30000,15103,1.986360326,,30000,15113,1.985045987
,30000,15098,1.987018148,,30000,15097,1.987149765
,30000,15068,1.99097425,,30000,15103,1.986360326
,30000,15120,1.984126984,,30000,15114,1.984914649
,30000,15111,1.985308716,,30000,15076,1.98991775
,30000,15112,1.985177343,,30000,15146,1.980720982
,30000,15096,1.987281399,,30000,15103,1.986360326
,30000,15085,1.988730527,,30000,15102,1.986491855
,30000,15095,1.987413051,,30000,15100,1.986754967
,30000,15092,1.98780811,,30000,15099,1.986886549
,30000,15116,1.984652024,,30000,15099,1.986886549
,30000,15121,1.983995767,,30000,15124,1.983602222
,30000,15127,1.983208832,,30000,15130,1.982815598
,30000,15101,1.986623402,,30000,15090,1.988071571
,30000,15115,1.984783328,,30000,15124,1.983602222
,30000,15094,1.98754472,,30000,15155,1.979544705
,30000,15094,1.98754472,,30000,15110,1.985440106
,30000,15145,1.980851766,,30000,15113,1.985045987
,30000,15118,1.98438947,,30000,15098,1.987018148
,30000,15071,1.990577931,,30000,15139,1.981636832
,30000,15085,1.988730527,,30000,15086,1.988598701
,30000,15086,1.988598701,,30000,15078,1.9896538
,30000,15113,1.985045987,,30000,15118,1.98438947
,30000,15134,1.982291529,,30000,15096,1.987281399
,30000,15072,1.99044586,,30000,15103,1.986360326
,30000,15046,1.993885418,,30000,15112,1.985177343
,30000,15084,1.988862371,,30000,15080,1.98938992
,30000,15075,1.990049751,,30000,15086,1.988598701
,30000,15112,1.985177343,,30000,15080,1.98938992
,30000,15067,1.991106391,,30000,15143,1.981113386
,30000,15111,1.985308716,,30000,15107,1.985834381
,30000,15079,1.989521852,,30000,15073,1.990313806
,30000,15101,1.986623402,,30000,15091,1.987939832
,30000,15049,1.993487939,,30000,15097,1.987149765
,30000,15105,1.986097319,,30000,15116,1.984652024
,30000,15083,1.988994232,,30000,15079,1.989521852
,30000,15067,1.991106391,,30000,15123,1.983733386
,30000,15110,1.985440106,,30000,15102,1.986491855
,30000,15091,1.987939832,,30000,15114,1.984914649
,30000,15093,1.987676406,,30000,15108,1.985702939
,30000,15088,1.988335101,,30000,15108,1.985702939
,30000,15121,1.983995767,,30000,15129,1.982946659
,30000,15086,1.988598701,,30000,15118,1.98438947
,30000,15127,1.983208832,,30000,15091,1.987939832
,30000,15077,1.989785766,,30000,15124,1.983602222
,30000,15066,1.99123855,,30000,15097,1.987149765
,30000,15096,1.987281399,,30000,15101,1.986623402
,30000,15077,1.989785766,,30000,15080,1.98938992
,30000,15078,1.9896538,,30000,15149,1.980328735
,30000,15057,1.992428771,,30000,15113,1.985045987
,30000,15085,1.988730527,,30000,15127,1.983208832
,35000,17530,1.996577296,,35000,17580,1.990898749
,35000,17586,1.990219493,,35000,17526,1.99703298
,35000,17584,1.99044586,,35000,17572,1.991805145
,35000,17544,1.99498404,,35000,17575,1.991465149
,35000,17552,1.994074749,,35000,17548,1.994529291
,35000,17525,1.997146933,,35000,17540,1.995438997
,35000,17547,1.994642959,,35000,17555,1.993733979
,35000,17540,1.995438997,,35000,17563,1.992825827
,35000,17571,1.991918502,,35000,17531,1.996463408
,35000,17551,1.994188365,,35000,17551,1.994188365
,35000,17571,1.991918502,,35000,17578,1.99112527
,35000,17583,1.990559063,,35000,17552,1.994074749
,35000,17571,1.991918502,,35000,17558,1.993393325
,35000,17559,1.9932798,,35000,17569,1.992145256
,35000,17568,1.992258652,,35000,17550,1.994301994
,35000,17533,1.99623567,,35000,17574,1.991578468
,35000,17547,1.994642959,,35000,17554,1.993847556
,35000,17528,1.996805112,,35000,17544,1.99498404
,35000,17566,1.992485483,,35000,17554,1.993847556
,35000,17554,1.993847556,,35000,17603,1.988297449
,35000,17556,1.993620415,,35000,17552,1.994074749
,35000,17562,1.992939301,,35000,17571,1.991918502
,35000,17557,1.993506863,,35000,17608,1.987732849
,35000,17553,1.993961146,,35000,17530,1.996577296
,35000,17530,1.996577296,,35000,17577,1.99123855
,35000,17552,1.994074749,,35000,17533,1.99623567
,35000,17554,1.993847556,,35000,17566,1.992485483
,35000,17548,1.994529291,,35000,17590,1.989766913
,35000,17515,1.998287182,,35000,17560,1.993166287
,35000,17555,1.993733979,,35000,17544,1.99498404
,35000,17550,1.994301994,,35000,17560,1.993166287
,35000,17560,1.993166287,,35000,17527,1.996919039
,35000,17607,1.987845743,,35000,17586,1.990219493
,35000,17510,1.998857796,,35000,17572,1.991805145
,35000,17565,1.992598918,,35000,17596,1.989088429
,35000,17527,1.996919039,,35000,17530,1.996577296
,35000,17598,1.988862371,,35000,17566,1.992485483
,35000,17548,1.994529291,,35000,17549,1.994415636
,35000,17541,1.995325238,,35000,17564,1.992712366
,35000,17526,1.99703298,,35000,17524,1.997260899
,35000,17583,1.990559063,,35000,17569,1.992145256
,35000,17565,1.992598918,,35000,17584,1.99044586
,35000,17590,1.989766913,,35000,17513,1.998515389
,35000,17516,1.998173099,,35000,17559,1.9932798
,35000,17562,1.992939301,,35000,17536,1.995894161
,35000,17557,1.993506863,,35000,17524,1.997260899
,35000,17573,1.9916918,,35000,17579,1.991012003
,35000,17557,1.993506863,,35000,17565,1.992598918
,35000,17567,1.992372061,,35000,17565,1.992598918
,35000,17553,1.993961146,,35000,17578,1.99112527
,35000,17574,1.991578468,,35000,17529,1.996691197
,35000,17520,1.997716895,,35000,17500,2
,35000,17541,1.995325238,,35000,17592,1.9895407
,35000,17538,1.995666553,,35000,17578,1.99112527
,35000,17570,1.992031873,,35000,17540,1.995438997
,35000,17546,1.99475664,,35000,17566,1.992485483
,35000,17542,1.995211492,,35000,17535,1.996007984
,35000,17578,1.99112527,,35000,17525,1.997146933
,35000,17555,1.993733979,,35000,17580,1.990898749
,35000,17556,1.993620415,,35000,17559,1.9932798
,35000,17562,1.992939301,,35000,17557,1.993506863
,35000,17533,1.99623567,,35000,17566,1.992485483
,35000,17547,1.994642959,,35000,17578,1.99112527
,35000,17573,1.9916918,,35000,17548,1.994529291
,35000,17539,1.995552768,,35000,17550,1.994301994
,35000,17545,1.994870333,,35000,17554,1.993847556
,35000,17562,1.992939301,,35000,17550,1.994301994
,35000,17548,1.994529291,,35000,17577,1.99123855
,35000,17539,1.995552768,,35000,17564,1.992712366
,35000,17547,1.994642959,,35000,17560,1.993166287
,35000,17547,1.994642959,,35000,17559,1.9932798
,35000,17569,1.992145256,,35000,17560,1.993166287
,35000,17545,1.994870333,,35000,17536,1.995894161
,35000,17552,1.994074749,,35000,17524,1.997260899
,35000,17565,1.992598918,,35000,17548,1.994529291
,35000,17559,1.9932798,,35000,17545,1.994870333
,35000,17533,1.99623567,,35000,17545,1.994870333
,35000,17555,1.993733979,,35000,17546,1.99475664
,35000,17561,1.993052787,,35000,17600,1.988636364
,35000,17561,1.993052787,,35000,17554,1.993847556
,35000,17540,1.995438997,,35000,17589,1.989880039
,35000,17535,1.996007984,,35000,17562,1.992939301
,35000,17560,1.993166287,,35000,17551,1.994188365
,35000,17516,1.998173099,,35000,17521,1.997602877
,35000,17540,1.995438997,,35000,17575,1.991465149
,35000,17574,1.991578468,,35000,17518,1.997944971
,35000,17569,1.992145256,,35000,17534,1.99612182
,35000,17588,1.989993177,,35000,17576,1.991351843
,35000,17562,1.992939301,,35000,17554,1.993847556
,35000,17525,1.997146933,,35000,17538,1.995666553
,35000,17539,1.995552768,,35000,17573,1.9916918
,35000,17547,1.994642959,,35000,17560,1.993166287
,35000,17563,1.992825827,,35000,17592,1.9895407
,35000,17586,1.990219493,,35000,17551,1.994188365
,35000,17572,1.991805145,,35000,17552,1.994074749
,35000,17556,1.993620415,,35000,17535,1.996007984
,35000,17562,1.992939301,,35000,17551,1.994188365
,35000,17563,1.992825827,,35000,17539,1.995552768
,35000,17577,1.99123855,,35000,17586,1.990219493
,35000,17551,1.994188365,,35000,17577,1.99123855
,40000,19991,2.000900405,,40000,19990,2.0010005
,40000,19982,2.001801621,,40000,19998,2.00020002
,40000,20018,1.998201619,,40000,20032,1.996805112
,40000,19972,2.002803925,,40000,20002,1.99980002
,40000,19993,2.000700245,,40000,19971,2.002904211
,40000,19985,2.001501126,,40000,20021,1.997902203
,40000,20011,1.998900605,,40000,19947,2.005314082
,40000,19944,2.005615724,,40000,20010,1.9990005
,40000,19987,2.001300846,,40000,19985,2.001501126
,40000,19964,2.003606492,,40000,20027,1.99730364
,40000,19980,2.002002002,,40000,19967,2.003305454
,40000,20013,1.998700844,,40000,19993,2.000700245
,40000,20000,2,,40000,19986,2.001400981
,40000,20034,1.99660577,,40000,20011,1.998900605
,40000,20029,1.997104199,,40000,19960,2.004008016
,40000,19961,2.00390762,,40000,19990,2.0010005
,40000,20012,1.99880072,,40000,20052,1.994813485
,40000,20011,1.998900605,,40000,20042,1.995808802
,40000,19974,2.002603384,,40000,19995,2.000500125
,40000,19995,2.000500125,,40000,20003,1.999700045
,40000,19946,2.005414619,,40000,19983,2.001701446
,40000,20018,1.998201619,,40000,19980,2.002002002
,40000,20036,1.996406468,,40000,19959,2.004108422
,40000,19952,2.004811548,,40000,19996,2.00040008
,40000,19997,2.000300045,,40000,19968,2.003205128
,40000,20009,1.999100405,,40000,20004,1.99960008
,40000,20000,2,,40000,19994,2.00060018
,40000,19957,2.004309265,,40000,19989,2.001100605
,40000,19986,2.001400981,,40000,20015,1.998501124
,40000,19969,2.003104812,,40000,19998,2.00020002
,40000,20023,1.997702642,,40000,20032,1.996805112
,40000,19977,2.002302648,,40000,19955,2.004510148
,40000,19977,2.002302648,,40000,19965,2.003506136
,40000,19996,2.00040008,,40000,20013,1.998700844
,40000,19995,2.000500125,,40000,19987,2.001300846
,40000,20004,1.99960008,,40000,20006,1.99940018
,40000,20007,1.999300245,,40000,20007,1.999300245
,40000,20000,2,,40000,19985,2.001501126
,40000,19941,2.005917456,,40000,19960,2.004008016
,40000,20009,1.999100405,,40000,19995,2.000500125
,40000,19999,2.000100005,,40000,19960,2.004008016
,40000,20023,1.997702642,,40000,20003,1.999700045
,40000,20018,1.998201619,,40000,20005,1.999500125
,40000,20005,1.999500125,,40000,19965,2.003506136
,40000,19981,2.001901807,,40000,19989,2.001100605
,40000,19972,2.002803925,,40000,20011,1.998900605
,40000,19936,2.006420546,,40000,20005,1.999500125
,40000,20007,1.999300245,,40000,19941,2.005917456
,40000,19978,2.002202423,,40000,19995,2.000500125
,40000,20025,1.997503121,,40000,19972,2.002803925
,40000,20037,1.996306832,,40000,19990,2.0010005
,40000,20012,1.99880072,,40000,19973,2.00270365
,40000,20042,1.995808802,,40000,20035,1.996506114
,40000,19974,2.002603384,,40000,19990,2.0010005
,40000,20011,1.998900605,,40000,19966,2.00340579
,40000,19991,2.000900405,,40000,20041,1.995908388
,40000,20001,1.999900005,,40000,19993,2.000700245
,40000,19949,2.005113038,,40000,19998,2.00020002
,40000,19966,2.00340579,,40000,19974,2.002603384
,40000,20020,1.998001998,,40000,20013,1.998700844
,40000,19964,2.003606492,,40000,20005,1.999500125
,40000,20004,1.99960008,,40000,19983,2.001701446
,40000,19993,2.000700245,,40000,20013,1.998700844
,40000,19954,2.004610604,,40000,20038,1.996207206
,40000,20001,1.999900005,,40000,20014,1.998600979
,40000,19978,2.002202423,,40000,20036,1.996406468
,40000,20015,1.998501124,,40000,19976,2.002402883
,40000,19999,2.000100005,,40000,19999,2.000100005
,40000,19981,2.001901807,,40000,20037,1.996306832
,40000,20003,1.999700045,,40000,19979,2.002102207
,40000,19970,2.003004507,,40000,20042,1.995808802
,40000,20016,1.998401279,,40000,20026,1.997403376
,40000,20006,1.99940018,,40000,20003,1.999700045
,40000,19970,2.003004507,,40000,19993,2.000700245
,40000,20021,1.997902203,,40000,20009,1.999100405
,40000,19957,2.004309265,,40000,19956,2.004409701
,40000,20023,1.997702642,,40000,20006,1.99940018
,40000,19971,2.002904211,,40000,19965,2.003506136
,40000,19969,2.003104812,,40000,19975,2.002503129
,40000,19997,2.000300045,,40000,19988,2.00120072
,40000,20011,1.998900605,,40000,19979,2.002102207
,40000,19978,2.002202423,,40000,19969,2.003104812
,40000,20025,1.997503121,,40000,19987,2.001300846
,40000,20044,1.995609659,,40000,19992,2.00080032
,40000,20005,1.999500125,,40000,20032,1.996805112
,40000,20002,1.99980002,,40000,20021,1.997902203
,40000,19964,2.003606492,,40000,19971,2.002904211
,40000,19989,2.001100605,,40000,19998,2.00020002
,40000,19979,2.002102207,,40000,20020,1.998001998
,40000,20022,1.997802417,,40000,20035,1.996506114
,40000,20003,1.999700045,,40000,19984,2.001601281
,40000,19997,2.000300045,,40000,19970,2.003004507
,40000,20007,1.999300245,,40000,19959,2.004108422
,40000,20000,2,,40000,19982,2.001801621
,40000,19981,2.001901807,,40000,20028,1.997203915
,40000,19969,2.003104812,,40000,19989,2.001100605
,40000,20003,1.999700045,,40000,19966,2.00340579
,40000,19991,2.000900405,,40000,20006,1.99940018
,40000,19982,2.001801621,,40000,20000,2
,40000,19992,2.00080032,,40000,20009,1.999100405
