File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Name,File Size (BWT Text),Zipped File Size (BWT Text),Compression Ratio (BWT Text)
Output63.zip,1000,726,1.377410468,OutputBWT63.zip,1000,732,1.366120219
Output64.zip,1000,725,1.379310345,OutputBWT64.zip,1000,732,1.366120219
Output65.zip,1000,727,1.375515818,OutputBWT65.zip,1000,732,1.366120219
Output66.zip,1000,729,1.371742112,OutputBWT66.zip,1000,730,1.369863014
Output67.zip,1000,727,1.375515818,OutputBWT67.zip,1000,735,1.360544218
Output68.zip,1000,729,1.371742112,OutputBWT68.zip,1000,734,1.36239782
Output69.zip,1000,728,1.373626374,OutputBWT69.zip,1000,733,1.36425648
Output7.zip,1000,726,1.377410468,OutputBWT7.zip,1000,734,1.36239782
Output70.zip,1000,728,1.373626374,OutputBWT70.zip,1000,735,1.360544218
Output71.zip,1000,728,1.373626374,OutputBWT71.zip,1000,732,1.366120219
Output72.zip,1000,730,1.369863014,OutputBWT72.zip,1000,734,1.36239782
Output73.zip,1000,728,1.373626374,OutputBWT73.zip,1000,734,1.36239782
Output74.zip,1000,730,1.369863014,OutputBWT74.zip,1000,732,1.366120219
Output75.zip,1000,727,1.375515818,OutputBWT75.zip,1000,736,1.358695652
Output76.zip,1000,728,1.373626374,OutputBWT76.zip,1000,732,1.366120219
Output77.zip,1000,725,1.379310345,OutputBWT77.zip,1000,733,1.36425648
Output78.zip,1000,728,1.373626374,OutputBWT78.zip,1000,733,1.36425648
Output79.zip,1000,726,1.377410468,OutputBWT79.zip,1000,732,1.366120219
Output8.zip,1000,726,1.377410468,OutputBWT8.zip,1000,730,1.369863014
Output80.zip,1000,726,1.377410468,OutputBWT80.zip,1000,733,1.36425648
Output81.zip,1000,731,1.367989056,OutputBWT81.zip,1000,731,1.367989056
Output82.zip,1000,726,1.377410468,OutputBWT82.zip,1000,734,1.36239782
Output83.zip,1000,730,1.369863014,OutputBWT83.zip,1000,734,1.36239782
Output84.zip,1000,730,1.369863014,OutputBWT84.zip,1000,734,1.36239782
Output85.zip,1000,727,1.375515818,OutputBWT85.zip,1000,731,1.367989056
Output86.zip,1000,727,1.375515818,OutputBWT86.zip,1000,736,1.358695652
Output87.zip,1000,728,1.373626374,OutputBWT87.zip,1000,733,1.36425648
Output88.zip,1000,727,1.375515818,OutputBWT88.zip,1000,732,1.366120219
Output89.zip,1000,726,1.377410468,OutputBWT89.zip,1000,734,1.36239782
Output9.zip,1000,724,1.38121547,OutputBWT9.zip,1000,731,1.367989056
Output90.zip,1000,725,1.379310345,OutputBWT90.zip,1000,729,1.371742112
Output91.zip,1000,729,1.371742112,OutputBWT91.zip,1000,735,1.360544218
Output92.zip,1000,731,1.367989056,OutputBWT92.zip,1000,733,1.36425648
Output93.zip,1000,726,1.377410468,OutputBWT93.zip,1000,732,1.366120219
Output94.zip,1000,730,1.369863014,OutputBWT94.zip,1000,733,1.36425648
Output95.zip,1000,726,1.377410468,OutputBWT95.zip,1000,732,1.366120219
Output96.zip,1000,727,1.375515818,OutputBWT96.zip,1000,733,1.36425648
Output97.zip,1000,726,1.377410468,OutputBWT97.zip,1000,731,1.367989056
Output98.zip,1000,727,1.375515818,OutputBWT98.zip,1000,735,1.360544218
Output99.zip,1000,728,1.373626374,OutputBWT99.zip,1000,732,1.366120219
,2000,1294,1.545595054,,2000,1302,1.53609831
,2000,1301,1.537279016,,2000,1306,1.531393568
,2000,1303,1.534919417,,2000,1308,1.529051988
,2000,1303,1.534919417,,2000,1307,1.530221882
,2000,1303,1.534919417,,2000,1302,1.53609831
,2000,1298,1.540832049,,2000,1309,1.527883881
,2000,1301,1.537279016,,2000,1309,1.527883881
,2000,1300,1.538461538,,2000,1309,1.527883881
,2000,1300,1.538461538,,2000,1305,1.53256705
,2000,1300,1.538461538,,2000,1312,1.524390244
,2000,1303,1.534919417,,2000,1307,1.530221882
,2000,1298,1.540832049,,2000,1311,1.525553013
,2000,1297,1.542020046,,2000,1305,1.53256705
,2000,1296,1.543209877,,2000,1303,1.534919417
,2000,1304,1.533742331,,2000,1315,1.520912548
,2000,1299,1.539645881,,2000,1310,1.526717557
,2000,1308,1.529051988,,2000,1307,1.530221882
,2000,1300,1.538461538,,2000,1308,1.529051988
,2000,1299,1.539645881,,2000,1307,1.530221882
,2000,1303,1.534919417,,2000,1309,1.527883881
,2000,1298,1.540832049,,2000,1305,1.53256705
,2000,1304,1.533742331,,2000,1308,1.529051988
,2000,1300,1.538461538,,2000,1308,1.529051988
,2000,1301,1.537279016,,2000,1308,1.529051988
,2000,1301,1.537279016,,2000,1311,1.525553013
,2000,1302,1.53609831,,2000,1307,1.530221882
,2000,1302,1.53609831,,2000,1310,1.526717557
,2000,1308,1.529051988,,2000,1308,1.529051988
,2000,1304,1.533742331,,2000,1306,1.531393568
,2000,1301,1.537279016,,2000,1310,1.526717557
,2000,1302,1.53609831,,2000,1306,1.531393568
,2000,1304,1.533742331,,2000,1310,1.526717557
,2000,1301,1.537279016,,2000,1314,1.522070015
,2000,1304,1.533742331,,2000,1304,1.533742331
,2000,1299,1.539645881,,2000,1304,1.533742331
,2000,1303,1.534919417,,2000,1304,1.533742331
,2000,1302,1.53609831,,2000,1307,1.530221882
,2000,1300,1.538461538,,2000,1307,1.530221882
,2000,1307,1.530221882,,2000,1308,1.529051988
,2000,1303,1.534919417,,2000,1305,1.53256705
,2000,1302,1.53609831,,2000,1309,1.527883881
,2000,1304,1.533742331,,2000,1309,1.527883881
,2000,1299,1.539645881,,2000,1306,1.531393568
,2000,1304,1.533742331,,2000,1305,1.53256705
,2000,1301,1.537279016,,2000,1308,1.529051988
,2000,1298,1.540832049,,2000,1305,1.53256705
,2000,1303,1.534919417,,2000,1308,1.529051988
,2000,1304,1.533742331,,2000,1304,1.533742331
,2000,1302,1.53609831,,2000,1307,1.530221882
,2000,1298,1.540832049,,2000,1309,1.527883881
,2000,1302,1.53609831,,2000,1301,1.537279016
,2000,1304,1.533742331,,2000,1309,1.527883881
,2000,1305,1.53256705,,2000,1310,1.526717557
,2000,1300,1.538461538,,2000,1308,1.529051988
,2000,1304,1.533742331,,2000,1305,1.53256705
,2000,1298,1.540832049,,2000,1304,1.533742331
,2000,1302,1.53609831,,2000,1304,1.533742331
,2000,1304,1.533742331,,2000,1307,1.530221882
,2000,1306,1.531393568,,2000,1307,1.530221882
,2000,1300,1.538461538,,2000,1306,1.531393568
,2000,1299,1.539645881,,2000,1306,1.531393568
,2000,1296,1.543209877,,2000,1315,1.520912548
,2000,1304,1.533742331,,2000,1305,1.53256705
,2000,1302,1.53609831,,2000,1309,1.527883881
,2000,1298,1.540832049,,2000,1308,1.529051988
,2000,1302,1.53609831,,2000,1308,1.529051988
,2000,1301,1.537279016,,2000,1301,1.537279016
,2000,1297,1.542020046,,2000,1307,1.530221882
,2000,1302,1.53609831,,2000,1303,1.534919417
,2000,1303,1.534919417,,2000,1312,1.524390244
,2000,1300,1.538461538,,2000,1309,1.527883881
,2000,1302,1.53609831,,2000,1307,1.530221882
,2000,1304,1.533742331,,2000,1306,1.531393568
,2000,1303,1.534919417,,2000,1311,1.525553013
,2000,1301,1.537279016,,2000,1313,1.523229246
,2000,1300,1.538461538,,2000,1309,1.527883881
,2000,1300,1.538461538,,2000,1305,1.53256705
,2000,1297,1.542020046,,2000,1304,1.533742331
,2000,1302,1.53609831,,2000,1311,1.525553013
,2000,1299,1.539645881,,2000,1307,1.530221882
,2000,1300,1.538461538,,2000,1305,1.53256705
,2000,1297,1.542020046,,2000,1306,1.531393568
,2000,1302,1.53609831,,2000,1312,1.524390244
,2000,1301,1.537279016,,2000,1302,1.53609831
,2000,1303,1.534919417,,2000,1304,1.533742331
,2000,1306,1.531393568,,2000,1309,1.527883881
,2000,1303,1.534919417,,2000,1307,1.530221882
,2000,1301,1.537279016,,2000,1310,1.526717557
,2000,1303,1.534919417,,2000,1311,1.525553013
,2000,1293,1.54679041,,2000,1307,1.530221882
,2000,1302,1.53609831,,2000,1310,1.526717557
,2000,1302,1.53609831,,2000,1310,1.526717557
,2000,1301,1.537279016,,2000,1305,1.53256705
,2000,1302,1.53609831,,2000,1307,1.530221882
,2000,1302,1.53609831,,2000,1311,1.525553013
,2000,1304,1.533742331,,2000,1308,1.529051988
,2000,1304,1.533742331,,2000,1308,1.529051988
,2000,1302,1.53609831,,2000,1308,1.529051988
,2000,1300,1.538461538,,2000,1310,1.526717557
,2000,1305,1.53256705,,2000,1304,1.533742331
,5000,3072,1.627604167,,5000,3077,1.624959376
,5000,3079,1.623903865,,5000,3078,1.624431449
,5000,3079,1.623903865,,5000,3080,1.623376623
,5000,3073,1.62707452,,5000,3085,1.620745543
,5000,3076,1.625487646,,5000,3075,1.62601626
,5000,3076,1.625487646,,5000,3083,1.621796951
,5000,3079,1.623903865,,5000,3084,1.621271077
,5000,3077,1.624959376,,5000,3084,1.621271077
,5000,3076,1.625487646,,5000,3081,1.622849724
,5000,3076,1.625487646,,5000,3088,1.619170984
,5000,3079,1.623903865,,5000,3079,1.623903865
,5000,3074,1.626545218,,5000,3081,1.622849724
,5000,3078,1.624431449,,5000,3084,1.621271077
,5000,3073,1.62707452,,5000,3080,1.623376623
,5000,3079,1.623903865,,5000,3091,1.617599482
,5000,3074,1.626545218,,5000,3081,1.622849724
,5000,3075,1.62601626,,5000,3088,1.619170984
,5000,3080,1.623376623,,5000,3083,1.621796951
,5000,3081,1.622849724,,5000,3085,1.620745543
,5000,3083,1.621796951,,5000,3089,1.618646811
,5000,3072,1.627604167,,5000,3085,1.620745543
,5000,3080,1.623376623,,5000,3077,1.624959376
,5000,3077,1.624959376,,5000,3087,1.619695497
,5000,3076,1.625487646,,5000,3079,1.623903865
,5000,3083,1.621796951,,5000,3087,1.619695497
,5000,3082,1.622323167,,5000,3083,1.621796951
,5000,3067,1.630257581,,5000,3081,1.622849724
,5000,3079,1.623903865,,5000,3086,1.62022035
,5000,3077,1.624959376,,5000,3073,1.62707452
,5000,3083,1.621796951,,5000,3086,1.62022035
,5000,3075,1.62601626,,5000,3073,1.62707452
,5000,3072,1.627604167,,5000,3079,1.623903865
,5000,3073,1.62707452,,5000,3080,1.623376623
,5000,3082,1.622323167,,5000,3085,1.620745543
,5000,3081,1.622849724,,5000,3078,1.624431449
,5000,3076,1.625487646,,5000,3080,1.623376623
,5000,3071,1.628134158,,5000,3080,1.623376623
,5000,3070,1.628664495,,5000,3085,1.620745543
,5000,3076,1.625487646,,5000,3087,1.619695497
,5000,3081,1.622849724,,5000,3076,1.625487646
,5000,3088,1.619170984,,5000,3086,1.62022035
,5000,3074,1.626545218,,5000,3084,1.621271077
,5000,3076,1.625487646,,5000,3087,1.619695497
,5000,3080,1.623376623,,5000,3083,1.621796951
,5000,3075,1.62601626,,5000,3084,1.621271077
,5000,3068,1.629726206,,5000,3083,1.621796951
,5000,3082,1.622323167,,5000,3083,1.621796951
,5000,3078,1.624431449,,5000,3087,1.619695497
,5000,3074,1.626545218,,5000,3085,1.620745543
,5000,3071,1.628134158,,5000,3096,1.61498708
,5000,3068,1.629726206,,5000,3084,1.621271077
,5000,3073,1.62707452,,5000,3085,1.620745543
,5000,3081,1.622849724,,5000,3080,1.623376623
,5000,3080,1.623376623,,5000,3078,1.624431449
,5000,3076,1.625487646,,5000,3085,1.620745543
,5000,3077,1.624959376,,5000,3076,1.625487646
,5000,3079,1.623903865,,5000,3078,1.624431449
,5000,3077,1.624959376,,5000,3085,1.620745543
,5000,3080,1.623376623,,5000,3083,1.621796951
,5000,3079,1.623903865,,5000,3078,1.624431449
,5000,3081,1.622849724,,5000,3086,1.62022035
,5000,3078,1.624431449,,5000,3083,1.621796951
,5000,3077,1.624959376,,5000,3087,1.619695497
,5000,3075,1.62601626,,5000,3086,1.62022035
,5000,3076,1.625487646,,5000,3089,1.618646811
,5000,3070,1.628664495,,5000,3076,1.625487646
,5000,3077,1.624959376,,5000,3088,1.619170984
,5000,3072,1.627604167,,5000,3084,1.621271077
,5000,3071,1.628134158,,5000,3083,1.621796951
,5000,3066,1.630789302,,5000,3080,1.623376623
,5000,3080,1.623376623,,5000,3082,1.622323167
,5000,3080,1.623376623,,5000,3084,1.621271077
,5000,3075,1.62601626,,5000,3081,1.622849724
,5000,3076,1.625487646,,5000,3081,1.622849724
,5000,3075,1.62601626,,5000,3083,1.621796951
,5000,3077,1.624959376,,5000,3087,1.619695497
,5000,3078,1.624431449,,5000,3076,1.625487646
,5000,3076,1.625487646,,5000,3086,1.62022035
,5000,3078,1.624431449,,5000,3087,1.619695497
,5000,3078,1.624431449,,5000,3076,1.625487646
,5000,3075,1.62601626,,5000,3080,1.623376623
,5000,3077,1.624959376,,5000,3077,1.624959376
,5000,3077,1.624959376,,5000,3084,1.621271077
,5000,3078,1.624431449,,5000,3079,1.623903865
,5000,3081,1.622849724,,5000,3081,1.622849724
,5000,3075,1.62601626,,5000,3079,1.623903865
,5000,3080,1.623376623,,5000,3079,1.623903865
,5000,3075,1.62601626,,5000,3078,1.624431449
,5000,3075,1.62601626,,5000,3082,1.622323167
,5000,3070,1.628664495,,5000,3081,1.622849724
,5000,3080,1.623376623,,5000,3087,1.619695497
,5000,3081,1.622849724,,5000,3085,1.620745543
,5000,3075,1.62601626,,5000,3080,1.623376623
,5000,3081,1.622849724,,5000,3083,1.621796951
,5000,3071,1.628134158,,5000,3083,1.621796951
,5000,3070,1.628664495,,5000,3079,1.623903865
,5000,3080,1.623376623,,5000,3078,1.624431449
,5000,3083,1.621796951,,5000,3079,1.623903865
,5000,3083,1.621796951,,5000,3082,1.622323167
,5000,3080,1.623376623,,5000,3087,1.619695497
,10000,6023,1.660302175,,10000,6048,1.653439153
,10000,6035,1.657000829,,10000,6030,1.658374793
,10000,6033,1.657550141,,10000,6037,1.65645188
,10000,6021,1.660853679,,10000,6036,1.656726309
,10000,6031,1.658099818,,10000,6047,1.653712585
,10000,6026,1.659475606,,10000,6034,1.657275439
,10000,6028,1.658925017,,10000,6045,1.654259719
,10000,6030,1.658374793,,10000,6032,1.657824934
,10000,6026,1.659475606,,10000,6031,1.658099818
,10000,6033,1.657550141,,10000,6034,1.657275439
,10000,6033,1.657550141,,10000,6045,1.654259719
,10000,6027,1.659200265,,10000,6030,1.658374793
,10000,6023,1.660302175,,10000,6027,1.659200265
,10000,6032,1.657824934,,10000,6040,1.655629139
,10000,6040,1.655629139,,10000,6033,1.657550141
,10000,6035,1.657000829,,10000,6037,1.65645188
,10000,6030,1.658374793,,10000,6036,1.656726309
,10000,6028,1.658925017,,10000,6041,1.655355074
,10000,6025,1.659751037,,10000,6046,1.653986107
,10000,6031,1.658099818,,10000,6029,1.658649859
,10000,6037,1.65645188,,10000,6043,1.654807215
,10000,6029,1.658649859,,10000,6036,1.656726309
,10000,6035,1.657000829,,10000,6034,1.657275439
,10000,6036,1.656726309,,10000,6046,1.653986107
,10000,6038,1.656177542,,10000,6041,1.655355074
,10000,6029,1.658649859,,10000,6050,1.652892562
,10000,6017,1.661957786,,10000,6024,1.66002656
,10000,6048,1.653439153,,10000,6037,1.65645188
,10000,6032,1.657824934,,10000,6044,1.654533422
,10000,6028,1.658925017,,10000,6040,1.655629139
,10000,6040,1.655629139,,10000,6038,1.656177542
,10000,6041,1.655355074,,10000,6036,1.656726309
,10000,6024,1.66002656,,10000,6026,1.659475606
,10000,6031,1.658099818,,10000,6039,1.655903295
,10000,6028,1.658925017,,10000,6035,1.657000829
,10000,6038,1.656177542,,10000,6036,1.656726309
,10000,6025,1.659751037,,10000,6044,1.654533422
,10000,6030,1.658374793,,10000,6033,1.657550141
,10000,6021,1.660853679,,10000,6028,1.658925017
,10000,6033,1.657550141,,10000,6037,1.65645188
,10000,6046,1.653986107,,10000,6043,1.654807215
,10000,6030,1.658374793,,10000,6042,1.655081099
,10000,6034,1.657275439,,10000,6039,1.655903295
,10000,6029,1.658649859,,10000,6028,1.658925017
,10000,6027,1.659200265,,10000,6043,1.654807215
,10000,6018,1.661681622,,10000,6030,1.658374793
,10000,6035,1.657000829,,10000,6029,1.658649859
,10000,6033,1.657550141,,10000,6046,1.653986107
,10000,6025,1.659751037,,10000,6033,1.657550141
,10000,6042,1.655081099,,10000,6035,1.657000829
,10000,6034,1.657275439,,10000,6032,1.657824934
,10000,6037,1.65645188,,10000,6032,1.657824934
,10000,6029,1.658649859,,10000,6044,1.654533422
,10000,6035,1.657000829,,10000,6039,1.655903295
,10000,6036,1.656726309,,10000,6049,1.653165813
,10000,6040,1.655629139,,10000,6036,1.656726309
,10000,6016,1.662234043,,10000,6034,1.657275439
,10000,6034,1.657275439,,10000,6034,1.657275439
,10000,6032,1.657824934,,10000,6039,1.655903295
,10000,6049,1.653165813,,10000,6030,1.658374793
,10000,6024,1.66002656,,10000,6037,1.65645188
,10000,6016,1.662234043,,10000,6036,1.656726309
,10000,6041,1.655355074,,10000,6039,1.655903295
,10000,6041,1.655355074,,10000,6037,1.65645188
,10000,6027,1.659200265,,10000,6036,1.656726309
,10000,6024,1.66002656,,10000,6043,1.654807215
,10000,6026,1.659475606,,10000,6044,1.654533422
,10000,6035,1.657000829,,10000,6048,1.653439153
,10000,6021,1.660853679,,10000,6044,1.654533422
,10000,6031,1.658099818,,10000,6044,1.654533422
,10000,6026,1.659475606,,10000,6032,1.657824934
,10000,6033,1.657550141,,10000,6046,1.653986107
,10000,6036,1.656726309,,10000,6042,1.655081099
,10000,6029,1.658649859,,10000,6031,1.658099818
,10000,6035,1.657000829,,10000,6042,1.655081099
,10000,6036,1.656726309,,10000,6035,1.657000829
,10000,6022,1.660577881,,10000,6036,1.656726309
,10000,6036,1.656726309,,10000,6034,1.657275439
,10000,6036,1.656726309,,10000,6024,1.66002656
,10000,6038,1.656177542,,10000,6036,1.656726309
,10000,6040,1.655629139,,10000,6032,1.657824934
,10000,6035,1.657000829,,10000,6032,1.657824934
,10000,6030,1.658374793,,10000,6043,1.654807215
,10000,6034,1.657275439,,10000,6046,1.653986107
,10000,6037,1.65645188,,10000,6036,1.656726309
,10000,6029,1.658649859,,10000,6045,1.654259719
,10000,6030,1.658374793,,10000,6048,1.653439153
,10000,6022,1.660577881,,10000,6049,1.653165813
,10000,6054,1.651800463,,10000,6027,1.659200265
,10000,6041,1.655355074,,10000,6027,1.659200265
,10000,6032,1.657824934,,10000,6035,1.657000829
,10000,6039,1.655903295,,10000,6044,1.654533422
,10000,6020,1.661129568,,10000,6036,1.656726309
,10000,6042,1.655081099,,10000,6039,1.655903295
,10000,6025,1.659751037,,10000,6041,1.655355074
,10000,6030,1.658374793,,10000,6043,1.654807215
,10000,6043,1.654807215,,10000,6037,1.65645188
,10000,6041,1.655355074,,10000,6029,1.658649859
,10000,6029,1.658649859,,10000,6046,1.653986107
,10000,6034,1.657275439,,10000,6027,1.659200265
,15000,8997,1.667222407,,15000,9008,1.665186501
,15000,9001,1.666481502,,15000,8999,1.666851872
,15000,8997,1.667222407,,15000,9007,1.665371378
,15000,8998,1.667037119,,15000,9003,1.666111296
,15000,8993,1.667963972,,15000,9022,1.662602527
,15000,9021,1.662786831,,15000,9024,1.662234043
,15000,8993,1.667963972,,15000,9022,1.662602527
,15000,9025,1.662049861,,15000,9010,1.66481687
,15000,8993,1.667963972,,15000,9000,1.666666667
,15000,9013,1.664262732,,15000,8990,1.668520578
,15000,9011,1.664632116,,15000,8995,1.667593107
,15000,9005,1.665741255,,15000,8986,1.669263298
,15000,9003,1.666111296,,15000,9003,1.666111296
,15000,9009,1.665001665,,15000,9010,1.66481687
,15000,8999,1.666851872,,15000,8999,1.666851872
,15000,8997,1.667222407,,15000,9005,1.665741255
,15000,9003,1.666111296,,15000,9024,1.662234043
,15000,9017,1.663524454,,15000,9005,1.665741255
,15000,9007,1.665371378,,15000,9003,1.666111296
,15000,8993,1.667963972,,15000,9015,1.663893511
,15000,9008,1.665186501,,15000,8997,1.667222407
,15000,8996,1.667407737,,15000,9013,1.664262732
,15000,9009,1.665001665,,15000,9013,1.664262732
,15000,8996,1.667407737,,15000,9000,1.666666667
,15000,8986,1.669263298,,15000,9007,1.665371378
,15000,9002,1.666296379,,15000,9004,1.665926255
,15000,8986,1.669263298,,15000,9015,1.663893511
,15000,8988,1.668891856,,15000,9009,1.665001665
,15000,9012,1.664447403,,15000,9007,1.665371378
,15000,9018,1.663339987,,15000,9013,1.664262732
,15000,8988,1.668891856,,15000,8995,1.667593107
,15000,9013,1.664262732,,15000,8993,1.667963972
,15000,8997,1.667222407,,15000,9002,1.666296379
,15000,9011,1.664632116,,15000,9004,1.665926255
,15000,8985,1.669449082,,15000,9015,1.663893511
,15000,9006,1.665556296,,15000,9014,1.664078101
,15000,9018,1.663339987,,15000,9006,1.665556296
,15000,8996,1.667407737,,15000,9020,1.662971175
,15000,9004,1.665926255,,15000,9011,1.664632116
,15000,8980,1.670378619,,15000,9010,1.66481687
,15000,8998,1.667037119,,15000,9010,1.66481687
,15000,9008,1.665186501,,15000,8998,1.667037119
,15000,9000,1.666666667,,15000,9026,1.661865721
,15000,9010,1.66481687,,15000,8986,1.669263298
,15000,9005,1.665741255,,15000,9004,1.665926255
,15000,8989,1.668706196,,15000,9015,1.663893511
,15000,9001,1.666481502,,15000,9012,1.664447403
,15000,9022,1.662602527,,15000,9026,1.661865721
,15000,9025,1.662049861,,15000,9010,1.66481687
,15000,8997,1.667222407,,15000,9017,1.663524454
,15000,9011,1.664632116,,15000,9010,1.66481687
,15000,8991,1.668335002,,15000,9006,1.665556296
,15000,9013,1.664262732,,15000,9030,1.661129568
,15000,9010,1.66481687,,15000,9002,1.666296379
,15000,8998,1.667037119,,15000,9017,1.663524454
,15000,9009,1.665001665,,15000,9015,1.663893511
,15000,8999,1.666851872,,15000,8995,1.667593107
,15000,9016,1.663708962,,15000,9010,1.66481687
,15000,9002,1.666296379,,15000,9003,1.666111296
,15000,9000,1.666666667,,15000,9012,1.664447403
,15000,9009,1.665001665,,15000,9000,1.666666667
,15000,8991,1.668335002,,15000,8993,1.667963972
,15000,9001,1.666481502,,15000,9018,1.663339987
,15000,9006,1.665556296,,15000,9010,1.66481687
,15000,8999,1.666851872,,15000,9010,1.66481687
,15000,9011,1.664632116,,15000,9013,1.664262732
,15000,9010,1.66481687,,15000,9012,1.664447403
,15000,8987,1.669077556,,15000,9008,1.665186501
,15000,9007,1.665371378,,15000,9022,1.662602527
,15000,9014,1.664078101,,15000,8994,1.667778519
,15000,9007,1.665371378,,15000,8993,1.667963972
,15000,9008,1.665186501,,15000,9016,1.663708962
,15000,9015,1.663893511,,15000,9011,1.664632116
,15000,9003,1.666111296,,15000,8992,1.668149466
,15000,8994,1.667778519,,15000,8992,1.668149466
,15000,8997,1.667222407,,15000,9029,1.661313545
,15000,9016,1.663708962,,15000,8998,1.667037119
,15000,9006,1.665556296,,15000,9012,1.664447403
