File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Name,File Size (BWT Text),Zipped File Size (BWT Text),Compression Ratio (BWT Text)
,10000,6131,1.631055293,,10000,6152,1.625487646
,10000,6140,1.628664495,,10000,6139,1.628929793
,10000,6139,1.628929793,,10000,6142,1.628134158
,10000,6135,1.62999185,,10000,6152,1.625487646
,10000,6138,1.629195178,,10000,6139,1.628929793
,10000,6139,1.628929793,,10000,6152,1.625487646
,10000,6134,1.630257581,,10000,6153,1.625223468
,10000,6145,1.6273393,,10000,6130,1.63132137
,10000,6150,1.62601626,,10000,6147,1.626809826
,10000,6132,1.630789302,,10000,6143,1.627869119
,10000,6133,1.630523398,,10000,6129,1.631587535
,10000,6138,1.629195178,,10000,6148,1.626545218
,10000,6137,1.629460649,,10000,6139,1.628929793
,10000,6135,1.62999185,,10000,6144,1.627604167
,10000,6127,1.632120124,,10000,6149,1.626280696
,10000,6141,1.628399284,,10000,6128,1.631853786
,10000,6140,1.628664495,,10000,6140,1.628664495
,10000,6136,1.629726206,,10000,6142,1.628134158
,10000,6139,1.628929793,,10000,6152,1.625487646
,10000,6140,1.628664495,,10000,6131,1.631055293
,10000,6144,1.627604167,,10000,6149,1.626280696
,10000,6143,1.627869119,,10000,6148,1.626545218
,10000,6131,1.631055293,,10000,6150,1.62601626
,10000,6130,1.63132137,,10000,6140,1.628664495
,10000,6141,1.628399284,,10000,6151,1.62575191
,10000,6144,1.627604167,,10000,6144,1.627604167
,10000,6132,1.630789302,,10000,6146,1.62707452
,10000,6138,1.629195178,,10000,6154,1.624959376
,10000,6137,1.629460649,,10000,6139,1.628929793
,10000,6141,1.628399284,,10000,6141,1.628399284
,10000,6132,1.630789302,,10000,6144,1.627604167
,10000,6142,1.628134158,,10000,6149,1.626280696
,10000,6127,1.632120124,,10000,6146,1.62707452
,10000,6143,1.627869119,,10000,6148,1.626545218
,10000,6146,1.62707452,,10000,6139,1.628929793
,10000,6133,1.630523398,,10000,6142,1.628134158
,10000,6132,1.630789302,,10000,6143,1.627869119
,15000,9143,1.640599366,,15000,9140,1.641137856
,15000,9147,1.639881929,,15000,9159,1.637733377
,15000,9160,1.637554585,,15000,9153,1.638806949
,15000,9167,1.636304134,,15000,9164,1.636839808
,15000,9159,1.637733377,,15000,9159,1.637733377
,15000,9154,1.638627922,,15000,9158,1.637912208
,15000,9141,1.64095832,,15000,9165,1.636661211
,15000,9147,1.639881929,,15000,9148,1.639702667
,15000,9146,1.640061229,,15000,9157,1.638091078
,15000,9151,1.639165119,,15000,9167,1.636304134
,15000,9149,1.639523445,,15000,9163,1.637018444
,15000,9139,1.641317431,,15000,9158,1.637912208
,15000,9147,1.639881929,,15000,9157,1.638091078
,15000,9154,1.638627922,,15000,9160,1.637554585
,15000,9152,1.638986014,,15000,9162,1.637197119
,15000,9153,1.638806949,,15000,9159,1.637733377
,15000,9145,1.640240569,,15000,9163,1.637018444
,15000,9150,1.639344262,,15000,9150,1.639344262
,15000,9139,1.641317431,,15000,9149,1.639523445
