File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Name,File Size (BWT Text),Zipped File Size (BWT Text),Compression Ratio (BWT Text)
Output50.zip,1000,756,1.322751323,OutputBWT50.zip,1000,763,1.31061599
Output51.zip,1000,753,1.328021248,OutputBWT51.zip,1000,760,1.315789474
Output52.zip,1000,753,1.328021248,OutputBWT52.zip,1000,760,1.315789474
Output53.zip,1000,756,1.322751323,OutputBWT53.zip,1000,764,1.308900524
Output54.zip,1000,754,1.326259947,OutputBWT54.zip,1000,765,1.307189542
Output55.zip,1000,758,1.319261214,OutputBWT55.zip,1000,764,1.308900524
Output56.zip,1000,758,1.319261214,OutputBWT56.zip,1000,761,1.314060447
Output57.zip,1000,756,1.322751323,OutputBWT57.zip,1000,762,1.312335958
Output58.zip,1000,754,1.326259947,OutputBWT58.zip,1000,760,1.315789474
Output59.zip,1000,756,1.322751323,OutputBWT59.zip,1000,763,1.31061599
Output6.zip,1000,754,1.326259947,OutputBWT6.zip,1000,762,1.312335958
Output60.zip,1000,755,1.324503311,OutputBWT60.zip,1000,761,1.314060447
Output61.zip,1000,750,1.333333333,OutputBWT61.zip,1000,761,1.314060447
Output62.zip,1000,751,1.331557923,OutputBWT62.zip,1000,762,1.312335958
Output63.zip,1000,756,1.322751323,OutputBWT63.zip,1000,759,1.317523057
Output64.zip,1000,751,1.331557923,OutputBWT64.zip,1000,759,1.317523057
Output65.zip,1000,755,1.324503311,OutputBWT65.zip,1000,765,1.307189542
Output66.zip,1000,754,1.326259947,OutputBWT66.zip,1000,765,1.307189542
Output67.zip,1000,758,1.319261214,OutputBWT67.zip,1000,763,1.31061599
Output68.zip,1000,756,1.322751323,OutputBWT68.zip,1000,761,1.314060447
Output69.zip,1000,755,1.324503311,OutputBWT69.zip,1000,761,1.314060447
Output7.zip,1000,754,1.326259947,OutputBWT7.zip,1000,758,1.319261214
Output70.zip,1000,757,1.321003963,OutputBWT70.zip,1000,763,1.31061599
Output71.zip,1000,753,1.328021248,OutputBWT71.zip,1000,759,1.317523057
Output72.zip,1000,755,1.324503311,OutputBWT72.zip,1000,764,1.308900524
Output73.zip,1000,757,1.321003963,OutputBWT73.zip,1000,762,1.312335958
Output74.zip,1000,757,1.321003963,OutputBWT74.zip,1000,760,1.315789474
Output75.zip,1000,755,1.324503311,OutputBWT75.zip,1000,762,1.312335958
Output76.zip,1000,756,1.322751323,OutputBWT76.zip,1000,763,1.31061599
Output77.zip,1000,757,1.321003963,OutputBWT77.zip,1000,762,1.312335958
Output78.zip,1000,753,1.328021248,OutputBWT78.zip,1000,762,1.312335958
Output79.zip,1000,757,1.321003963,OutputBWT79.zip,1000,761,1.314060447
Output8.zip,1000,753,1.328021248,OutputBWT8.zip,1000,758,1.319261214
Output80.zip,1000,755,1.324503311,OutputBWT80.zip,1000,761,1.314060447
Output81.zip,1000,758,1.319261214,OutputBWT81.zip,1000,765,1.307189542
Output82.zip,1000,757,1.321003963,OutputBWT82.zip,1000,761,1.314060447
Output83.zip,1000,754,1.326259947,OutputBWT83.zip,1000,761,1.314060447
Output84.zip,1000,755,1.324503311,OutputBWT84.zip,1000,763,1.31061599
Output85.zip,1000,756,1.322751323,OutputBWT85.zip,1000,762,1.312335958
Output86.zip,1000,757,1.321003963,OutputBWT86.zip,1000,764,1.308900524
Output87.zip,1000,759,1.317523057,OutputBWT87.zip,1000,765,1.307189542
Output88.zip,1000,755,1.324503311,OutputBWT88.zip,1000,764,1.308900524
Output89.zip,1000,755,1.324503311,OutputBWT89.zip,1000,759,1.317523057
Output9.zip,1000,753,1.328021248,OutputBWT9.zip,1000,758,1.319261214
Output90.zip,1000,754,1.326259947,OutputBWT90.zip,1000,763,1.31061599
Output91.zip,1000,757,1.321003963,OutputBWT91.zip,1000,759,1.317523057
Output92.zip,1000,755,1.324503311,OutputBWT92.zip,1000,763,1.31061599
Output93.zip,1000,755,1.324503311,OutputBWT93.zip,1000,762,1.312335958
Output94.zip,1000,755,1.324503311,OutputBWT94.zip,1000,760,1.315789474
Output95.zip,1000,756,1.322751323,OutputBWT95.zip,1000,762,1.312335958
Output96.zip,1000,754,1.326259947,OutputBWT96.zip,1000,765,1.307189542
Output97.zip,1000,756,1.322751323,OutputBWT97.zip,1000,759,1.317523057
Output98.zip,1000,757,1.321003963,OutputBWT98.zip,1000,761,1.314060447
Output99.zip,1000,755,1.324503311,OutputBWT99.zip,1000,762,1.312335958
,2000,1350,1.481481481,,2000,1356,1.474926254
,2000,1347,1.484780995,,2000,1356,1.474926254
,2000,1351,1.4803849,,2000,1359,1.471670346
,2000,1350,1.481481481,,2000,1354,1.477104874
,2000,1351,1.4803849,,2000,1358,1.47275405
,2000,1350,1.481481481,,2000,1358,1.47275405
,2000,1352,1.479289941,,2000,1358,1.47275405
,2000,1349,1.482579689,,2000,1357,1.473839352
,2000,1353,1.4781966,,2000,1359,1.471670346
,2000,1354,1.477104874,,2000,1359,1.471670346
,2000,1352,1.479289941,,2000,1358,1.47275405
,2000,1354,1.477104874,,2000,1359,1.471670346
,2000,1348,1.483679525,,2000,1356,1.474926254
,2000,1354,1.477104874,,2000,1358,1.47275405
,2000,1356,1.474926254,,2000,1358,1.47275405
,2000,1353,1.4781966,,2000,1359,1.471670346
,2000,1352,1.479289941,,2000,1358,1.47275405
,2000,1355,1.47601476,,2000,1354,1.477104874
,2000,1355,1.47601476,,2000,1359,1.471670346
,2000,1351,1.4803849,,2000,1361,1.469507715
,2000,1348,1.483679525,,2000,1361,1.469507715
,2000,1350,1.481481481,,2000,1358,1.47275405
,2000,1351,1.4803849,,2000,1358,1.47275405
,2000,1355,1.47601476,,2000,1356,1.474926254
,2000,1357,1.473839352,,2000,1357,1.473839352
,2000,1352,1.479289941,,2000,1357,1.473839352
,2000,1351,1.4803849,,2000,1358,1.47275405
,2000,1353,1.4781966,,2000,1360,1.470588235
,2000,1355,1.47601476,,2000,1359,1.471670346
,2000,1353,1.4781966,,2000,1360,1.470588235
,2000,1356,1.474926254,,2000,1358,1.47275405
,2000,1353,1.4781966,,2000,1362,1.468428781
,2000,1354,1.477104874,,2000,1359,1.471670346
,2000,1357,1.473839352,,2000,1357,1.473839352
,2000,1350,1.481481481,,2000,1357,1.473839352
,2000,1351,1.4803849,,2000,1360,1.470588235
,2000,1355,1.47601476,,2000,1357,1.473839352
,2000,1350,1.481481481,,2000,1359,1.471670346
,2000,1354,1.477104874,,2000,1357,1.473839352
,2000,1347,1.484780995,,2000,1355,1.47601476
,2000,1352,1.479289941,,2000,1363,1.467351431
,2000,1353,1.4781966,,2000,1363,1.467351431
,2000,1354,1.477104874,,2000,1360,1.470588235
,2000,1354,1.477104874,,2000,1363,1.467351431
,2000,1356,1.474926254,,2000,1356,1.474926254
,2000,1346,1.485884101,,2000,1356,1.474926254
,2000,1353,1.4781966,,2000,1356,1.474926254
,2000,1354,1.477104874,,2000,1361,1.469507715
,2000,1348,1.483679525,,2000,1358,1.47275405
,2000,1354,1.477104874,,2000,1355,1.47601476
,2000,1354,1.477104874,,2000,1358,1.47275405
,2000,1351,1.4803849,,2000,1359,1.471670346
,2000,1351,1.4803849,,2000,1360,1.470588235
,2000,1355,1.47601476,,2000,1361,1.469507715
,2000,1353,1.4781966,,2000,1356,1.474926254
,2000,1349,1.482579689,,2000,1355,1.47601476
,2000,1351,1.4803849,,2000,1360,1.470588235
,2000,1353,1.4781966,,2000,1357,1.473839352
,2000,1352,1.479289941,,2000,1356,1.474926254
,2000,1355,1.47601476,,2000,1359,1.471670346
,2000,1353,1.4781966,,2000,1359,1.471670346
,2000,1353,1.4781966,,2000,1359,1.471670346
,2000,1357,1.473839352,,2000,1363,1.467351431
,2000,1356,1.474926254,,2000,1359,1.471670346
,2000,1351,1.4803849,,2000,1359,1.471670346
,2000,1352,1.479289941,,2000,1354,1.477104874
,2000,1351,1.4803849,,2000,1357,1.473839352
,2000,1354,1.477104874,,2000,1358,1.47275405
,2000,1354,1.477104874,,2000,1360,1.470588235
,2000,1350,1.481481481,,2000,1361,1.469507715
,2000,1353,1.4781966,,2000,1357,1.473839352
,2000,1351,1.4803849,,2000,1351,1.4803849
,2000,1355,1.47601476,,2000,1360,1.470588235
,2000,1354,1.477104874,,2000,1359,1.471670346
,2000,1356,1.474926254,,2000,1362,1.468428781
,2000,1348,1.483679525,,2000,1355,1.47601476
,2000,1353,1.4781966,,2000,1358,1.47275405
,2000,1354,1.477104874,,2000,1360,1.470588235
,2000,1351,1.4803849,,2000,1358,1.47275405
,2000,1356,1.474926254,,2000,1360,1.470588235
,2000,1354,1.477104874,,2000,1355,1.47601476
,2000,1350,1.481481481,,2000,1354,1.477104874
,2000,1350,1.481481481,,2000,1360,1.470588235
,2000,1351,1.4803849,,2000,1358,1.47275405
,2000,1356,1.474926254,,2000,1357,1.473839352
,2000,1355,1.47601476,,2000,1359,1.471670346
,2000,1352,1.479289941,,2000,1359,1.471670346
,2000,1356,1.474926254,,2000,1359,1.471670346
,2000,1351,1.4803849,,2000,1359,1.471670346
,2000,1345,1.486988848,,2000,1353,1.4781966
,2000,1352,1.479289941,,2000,1360,1.470588235
,2000,1350,1.481481481,,2000,1355,1.47601476
,2000,1351,1.4803849,,2000,1359,1.471670346
,2000,1353,1.4781966,,2000,1361,1.469507715
,2000,1355,1.47601476,,2000,1360,1.470588235
,2000,1355,1.47601476,,2000,1354,1.477104874
,2000,1351,1.4803849,,2000,1356,1.474926254
,2000,1350,1.481481481,,2000,1357,1.473839352
,2000,1354,1.477104874,,2000,1361,1.469507715
,2000,1352,1.479289941,,2000,1360,1.470588235
,5000,3180,1.572327044,,5000,3187,1.568873549
,5000,3186,1.569365976,,5000,3196,1.564455569
,5000,3186,1.569365976,,5000,3193,1.565925462
,5000,3190,1.567398119,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3191,1.566906926
,5000,3188,1.56838143,,5000,3197,1.563966218
,5000,3186,1.569365976,,5000,3197,1.563966218
,5000,3179,1.572821642,,5000,3195,1.564945227
,5000,3191,1.566906926,,5000,3192,1.56641604
,5000,3175,1.57480315,,5000,3186,1.569365976
,5000,3185,1.569858713,,5000,3194,1.565435191
,5000,3184,1.570351759,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3191,1.566906926
,5000,3190,1.567398119,,5000,3190,1.567398119
,5000,3186,1.569365976,,5000,3191,1.566906926
,5000,3188,1.56838143,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3194,1.565435191
,5000,3187,1.568873549,,5000,3188,1.56838143
,5000,3182,1.571338781,,5000,3195,1.564945227
,5000,3186,1.569365976,,5000,3188,1.56838143
,5000,3182,1.571338781,,5000,3186,1.569365976
,5000,3183,1.570845115,,5000,3189,1.567889621
,5000,3187,1.568873549,,5000,3192,1.56641604
,5000,3178,1.573316551,,5000,3189,1.567889621
,5000,3187,1.568873549,,5000,3187,1.568873549
,5000,3181,1.571832757,,5000,3192,1.56641604
,5000,3188,1.56838143,,5000,3185,1.569858713
,5000,3185,1.569858713,,5000,3199,1.562988434
,5000,3179,1.572821642,,5000,3184,1.570351759
,5000,3186,1.569365976,,5000,3191,1.566906926
,5000,3188,1.56838143,,5000,3188,1.56838143
,5000,3192,1.56641604,,5000,3192,1.56641604
,5000,3182,1.571338781,,5000,3195,1.564945227
,5000,3187,1.568873549,,5000,3190,1.567398119
,5000,3187,1.568873549,,5000,3185,1.569858713
,5000,3183,1.570845115,,5000,3193,1.565925462
,5000,3192,1.56641604,,5000,3191,1.566906926
,5000,3184,1.570351759,,5000,3185,1.569858713
,5000,3188,1.56838143,,5000,3194,1.565435191
,5000,3181,1.571832757,,5000,3178,1.573316551
,5000,3188,1.56838143,,5000,3195,1.564945227
,5000,3187,1.568873549,,5000,3187,1.568873549
,5000,3178,1.573316551,,5000,3193,1.565925462
,5000,3184,1.570351759,,5000,3190,1.567398119
,5000,3187,1.568873549,,5000,3189,1.567889621
,5000,3184,1.570351759,,5000,3189,1.567889621
,5000,3181,1.571832757,,5000,3192,1.56641604
,5000,3179,1.572821642,,5000,3190,1.567398119
,5000,3181,1.571832757,,5000,3192,1.56641604
,5000,3189,1.567889621,,5000,3187,1.568873549
,5000,3185,1.569858713,,5000,3193,1.565925462
,5000,3186,1.569365976,,5000,3194,1.565435191
,5000,3181,1.571832757,,5000,3190,1.567398119
,5000,3191,1.566906926,,5000,3184,1.570351759
,5000,3187,1.568873549,,5000,3193,1.565925462
,5000,3189,1.567889621,,5000,3192,1.56641604
,5000,3182,1.571338781,,5000,3196,1.564455569
,5000,3183,1.570845115,,5000,3201,1.562011871
,5000,3188,1.56838143,,5000,3194,1.565435191
,5000,3186,1.569365976,,5000,3194,1.565435191
,5000,3183,1.570845115,,5000,3192,1.56641604
,5000,3179,1.572821642,,5000,3188,1.56838143
,5000,3187,1.568873549,,5000,3198,1.563477173
,5000,3179,1.572821642,,5000,3192,1.56641604
,5000,3182,1.571338781,,5000,3185,1.569858713
,5000,3186,1.569365976,,5000,3196,1.564455569
,5000,3188,1.56838143,,5000,3192,1.56641604
,5000,3183,1.570845115,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3191,1.566906926
,5000,3188,1.56838143,,5000,3194,1.565435191
,5000,3187,1.568873549,,5000,3197,1.563966218
,5000,3177,1.573811772,,5000,3181,1.571832757
,5000,3183,1.570845115,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3194,1.565435191
,5000,3178,1.573316551,,5000,3185,1.569858713
,5000,3188,1.56838143,,5000,3185,1.569858713
,5000,3182,1.571338781,,5000,3194,1.565435191
,5000,3188,1.56838143,,5000,3191,1.566906926
,5000,3176,1.574307305,,5000,3188,1.56838143
,5000,3186,1.569365976,,5000,3181,1.571832757
,5000,3180,1.572327044,,5000,3194,1.565435191
,5000,3184,1.570351759,,5000,3193,1.565925462
,5000,3184,1.570351759,,5000,3183,1.570845115
,5000,3183,1.570845115,,5000,3189,1.567889621
,5000,3185,1.569858713,,5000,3187,1.568873549
,5000,3181,1.571832757,,5000,3184,1.570351759
,5000,3184,1.570351759,,5000,3187,1.568873549
,5000,3177,1.573811772,,5000,3196,1.564455569
,5000,3190,1.567398119,,5000,3187,1.568873549
,5000,3184,1.570351759,,5000,3192,1.56641604
,5000,3188,1.56838143,,5000,3192,1.56641604
,5000,3189,1.567889621,,5000,3195,1.564945227
,5000,3183,1.570845115,,5000,3192,1.56641604
,5000,3185,1.569858713,,5000,3191,1.566906926
,5000,3188,1.56838143,,5000,3185,1.569858713
,5000,3184,1.570351759,,5000,3188,1.56838143
,5000,3190,1.567398119,,5000,3183,1.570845115
,5000,3181,1.571832757,,5000,3185,1.569858713
,5000,3182,1.571338781,,5000,3189,1.567889621
,5000,3183,1.570845115,,5000,3187,1.568873549
,10000,6228,1.605651895,,10000,6230,1.605136437
,10000,6221,1.607458608,,10000,6236,1.603592046
,10000,6228,1.605651895,,10000,6227,1.605909748
,10000,6237,1.603334937,,10000,6228,1.605651895
,10000,6223,1.606941989,,10000,6231,1.604878832
,10000,6233,1.60436387,,10000,6227,1.605909748
,10000,6226,1.606167684,,10000,6231,1.604878832
,10000,6225,1.606425703,,10000,6242,1.602050625
,10000,6227,1.605909748,,10000,6229,1.605394124
,10000,6229,1.605394124,,10000,6240,1.602564103
,10000,6230,1.605136437,,10000,6230,1.605136437
,10000,6227,1.605909748,,10000,6236,1.603592046
,10000,6225,1.606425703,,10000,6222,1.607200257
,10000,6233,1.60436387,,10000,6237,1.603334937
,10000,6227,1.605909748,,10000,6241,1.602307323
,10000,6231,1.604878832,,10000,6237,1.603334937
,10000,6235,1.603849238,,10000,6222,1.607200257
,10000,6229,1.605394124,,10000,6229,1.605394124
,10000,6239,1.602820965,,10000,6231,1.604878832
,10000,6219,1.607975559,,10000,6241,1.602307323
,10000,6229,1.605394124,,10000,6233,1.60436387
,10000,6228,1.605651895,,10000,6227,1.605909748
,10000,6231,1.604878832,,10000,6240,1.602564103
,10000,6230,1.605136437,,10000,6230,1.605136437
,10000,6232,1.604621309,,10000,6224,1.606683805
,10000,6217,1.608492842,,10000,6234,1.604106513
,10000,6223,1.606941989,,10000,6233,1.60436387
,10000,6232,1.604621309,,10000,6231,1.604878832
,10000,6218,1.608234159,,10000,6240,1.602564103
,10000,6229,1.605394124,,10000,6235,1.603849238
,10000,6226,1.606167684,,10000,6233,1.60436387
,10000,6235,1.603849238,,10000,6240,1.602564103
,10000,6234,1.604106513,,10000,6227,1.605909748
,10000,6223,1.606941989,,10000,6228,1.605651895
,10000,6231,1.604878832,,10000,6238,1.60307791
,10000,6223,1.606941989,,10000,6238,1.60307791
,10000,6222,1.607200257,,10000,6232,1.604621309
,10000,6232,1.604621309,,10000,6247,1.600768369
,10000,6224,1.606683805,,10000,6240,1.602564103
,10000,6226,1.606167684,,10000,6235,1.603849238
,10000,6233,1.60436387,,10000,6236,1.603592046
,10000,6225,1.606425703,,10000,6229,1.605394124
,10000,6223,1.606941989,,10000,6239,1.602820965
,10000,6224,1.606683805,,10000,6238,1.60307791
,10000,6225,1.606425703,,10000,6231,1.604878832
,10000,6220,1.607717042,,10000,6218,1.608234159
,10000,6215,1.609010459,,10000,6230,1.605136437
,10000,6229,1.605394124,,10000,6233,1.60436387
,10000,6228,1.605651895,,10000,6240,1.602564103
,10000,6221,1.607458608,,10000,6229,1.605394124
,10000,6227,1.605909748,,10000,6235,1.603849238
,10000,6236,1.603592046,,10000,6243,1.601794009
,10000,6224,1.606683805,,10000,6229,1.605394124
,10000,6234,1.604106513,,10000,6228,1.605651895
,10000,6226,1.606167684,,10000,6245,1.601281025
,10000,6228,1.605651895,,10000,6233,1.60436387
,10000,6221,1.607458608,,10000,6223,1.606941989
,10000,6224,1.606683805,,10000,6235,1.603849238
,10000,6224,1.606683805,,10000,6237,1.603334937
,10000,6225,1.606425703,,10000,6235,1.603849238
,10000,6230,1.605136437,,10000,6237,1.603334937
,10000,6228,1.605651895,,10000,6237,1.603334937
,10000,6226,1.606167684,,10000,6235,1.603849238
,10000,6233,1.60436387,,10000,6231,1.604878832
,10000,6222,1.607200257,,10000,6231,1.604878832
,10000,6228,1.605651895,,10000,6232,1.604621309
,10000,6227,1.605909748,,10000,6238,1.60307791
,10000,6220,1.607717042,,10000,6229,1.605394124
,10000,6235,1.603849238,,10000,6230,1.605136437
,10000,6218,1.608234159,,10000,6241,1.602307323
,10000,6222,1.607200257,,10000,6227,1.605909748
,10000,6229,1.605394124,,10000,6228,1.605651895
,10000,6233,1.60436387,,10000,6228,1.605651895
,10000,6226,1.606167684,,10000,6229,1.605394124
,10000,6225,1.606425703,,10000,6245,1.601281025
,10000,6223,1.606941989,,10000,6234,1.604106513
,10000,6225,1.606425703,,10000,6228,1.605651895
,10000,6233,1.60436387,,10000,6243,1.601794009
,10000,6226,1.606167684,,10000,6231,1.604878832
,10000,6232,1.604621309,,10000,6243,1.601794009
,10000,6229,1.605394124,,10000,6241,1.602307323
,10000,6235,1.603849238,,10000,6233,1.60436387
,10000,6230,1.605136437,,10000,6231,1.604878832
,10000,6228,1.605651895,,10000,6230,1.605136437
,10000,6221,1.607458608,,10000,6240,1.602564103
,10000,6222,1.607200257,,10000,6228,1.605651895
,10000,6224,1.606683805,,10000,6225,1.606425703
,10000,6222,1.607200257,,10000,6242,1.602050625
,10000,6226,1.606167684,,10000,6237,1.603334937
,10000,6234,1.604106513,,10000,6233,1.60436387
,10000,6222,1.607200257,,10000,6229,1.605394124
,10000,6233,1.60436387,,10000,6231,1.604878832
,10000,6233,1.60436387,,10000,6237,1.603334937
,10000,6225,1.606425703,,10000,6244,1.601537476
,10000,6231,1.604878832,,10000,6245,1.601281025
,10000,6228,1.605651895,,10000,6241,1.602307323
,10000,6231,1.604878832,,10000,6241,1.602307323
,10000,6228,1.605651895,,10000,6236,1.603592046
,10000,6221,1.607458608,,10000,6238,1.60307791
,10000,6229,1.605394124,,10000,6234,1.604106513
,15000,9310,1.611170784,,15000,9304,1.612209802
,15000,9295,1.613770845,,15000,9306,1.611863314
,15000,9288,1.61498708,,15000,9302,1.612556439
,15000,9293,1.614118153,,15000,9311,1.610997745
,15000,9296,1.613597246,,15000,9306,1.611863314
,15000,9300,1.612903226,,15000,9309,1.611343861
,15000,9293,1.614118153,,15000,9302,1.612556439
,15000,9295,1.613770845,,15000,9305,1.612036539
,15000,9296,1.613597246,,15000,9304,1.612209802
,15000,9289,1.61481322,,15000,9293,1.614118153
,15000,9300,1.612903226,,15000,9304,1.612209802
,15000,9294,1.61394448,,15000,9305,1.612036539
,15000,9294,1.61394448,,15000,9284,1.615682895
,15000,9306,1.611863314,,15000,9293,1.614118153
,15000,9291,1.614465612,,15000,9302,1.612556439
,15000,9295,1.613770845,,15000,9314,1.610478849
,15000,9291,1.614465612,,15000,9293,1.614118153
,15000,9292,1.614291864,,15000,9300,1.612903226
,15000,9294,1.61394448,,15000,9297,1.613423685
,15000,9308,1.611516975,,15000,9303,1.612383102
,15000,9276,1.617076326,,15000,9297,1.613423685
,15000,9289,1.61481322,,15000,9299,1.613076675
,15000,9293,1.614118153,,15000,9316,1.610133104
,15000,9283,1.615856943,,15000,9291,1.614465612
,15000,9293,1.614118153,,15000,9301,1.612729814
,15000,9299,1.613076675,,15000,9306,1.611863314
,15000,9288,1.61498708,,15000,9302,1.612556439
,15000,9300,1.612903226,,15000,9296,1.613597246
,15000,9293,1.614118153,,15000,9299,1.613076675
,15000,9282,1.616031028,,15000,9301,1.612729814
,15000,9301,1.612729814,,15000,9296,1.613597246
,15000,9306,1.611863314,,15000,9293,1.614118153
,15000,9290,1.614639397,,15000,9290,1.614639397
,15000,9299,1.613076675,,15000,9313,1.610651777
,15000,9296,1.613597246,,15000,9299,1.613076675
,15000,9295,1.613770845,,15000,9301,1.612729814
,15000,9293,1.614118153,,15000,9310,1.611170784
,15000,9293,1.614118153,,15000,9303,1.612383102
,15000,9286,1.615334913,,15000,9302,1.612556439
,15000,9287,1.615160978,,15000,9304,1.612209802
,15000,9300,1.612903226,,15000,9304,1.612209802
,15000,9290,1.614639397,,15000,9305,1.612036539
,15000,9295,1.613770845,,15000,9291,1.614465612
,15000,9297,1.613423685,,15000,9305,1.612036539
,15000,9300,1.612903226,,15000,9303,1.612383102
,15000,9294,1.61394448,,15000,9303,1.612383102
,15000,9295,1.613770845,,15000,9308,1.611516975
,15000,9286,1.615334913,,15000,9303,1.612383102
,15000,9297,1.613423685,,15000,9303,1.612383102
,15000,9307,1.611690126,,15000,9294,1.61394448
,15000,9294,1.61394448,,15000,9309,1.611343861
,15000,9291,1.614465612,,15000,9293,1.614118153
,15000,9293,1.614118153,,15000,9298,1.613250161
,15000,9302,1.612556439,,15000,9301,1.612729814
,15000,9298,1.613250161,,15000,9299,1.613076675
,15000,9289,1.61481322,,15000,9303,1.612383102
,15000,9293,1.614118153,,15000,9298,1.613250161
,15000,9290,1.614639397,,15000,9294,1.61394448
,15000,9295,1.613770845,,15000,9318,1.609787508
,15000,9292,1.614291864,,15000,9303,1.612383102
,15000,9297,1.613423685,,15000,9306,1.611863314
,15000,9300,1.612903226,,15000,9313,1.610651777
,15000,9292,1.614291864,,15000,9306,1.611863314
,15000,9305,1.612036539,,15000,9309,1.611343861
,15000,9297,1.613423685,,15000,9301,1.612729814
,15000,9291,1.614465612,,15000,9302,1.612556439
,15000,9292,1.614291864,,15000,9296,1.613597246
,15000,9296,1.613597246,,15000,9297,1.613423685
,15000,9304,1.612209802,,15000,9298,1.613250161
,15000,9303,1.612383102,,15000,9299,1.613076675
,15000,9284,1.615682895,,15000,9289,1.61481322
,15000,9303,1.612383102,,15000,9303,1.612383102
,15000,9299,1.613076675,,15000,9293,1.614118153
,15000,9298,1.613250161,,15000,9300,1.612903226
,15000,9290,1.614639397,,15000,9310,1.611170784
,15000,9299,1.613076675,,15000,9304,1.612209802
,15000,9300,1.612903226,,15000,9305,1.612036539
,15000,9302,1.612556439,,15000,9308,1.611516975
