File Name,File Size,Zipped File Size,Compression Ratio (Non-BWT Text),File Name,File Size,Zipped File Size (BWT Text),Compression Ratio (BWT Text)
,30000,18893,1.587889695,,30000,18900,1.587301587
,30000,18897,1.58755358,,30000,18911,1.586378298
,30000,18900,1.587301587,,30000,18906,1.586797842
,30000,18884,1.588646473,,30000,18903,1.587049675
,30000,18891,1.588057805,,30000,18896,1.587637595
,30000,18904,1.586965722,,30000,18920,1.585623679
,30000,18890,1.588141874,,30000,18915,1.586042823
,30000,18886,1.588478238,,30000,18911,1.586378298
,30000,18896,1.587637595,,30000,18899,1.587385576
,30000,18906,1.586797842,,30000,18904,1.586965722
,30000,18905,1.586881777,,30000,18896,1.587637595
,30000,18909,1.586546089,,30000,18904,1.586965722
,30000,18917,1.585875139,,30000,18911,1.586378298
,30000,18894,1.587805653,,30000,18887,1.588394134
,30000,18919,1.58570749,,30000,18896,1.587637595
,30000,18896,1.587637595,,30000,18904,1.586965722
,30000,18892,1.587973746,,30000,18903,1.587049675
,30000,18920,1.585623679,,30000,18898,1.587469573
,30000,18904,1.586965722,,30000,18906,1.586797842
,30000,18883,1.588730604,,30000,18904,1.586965722
,30000,18910,1.586462189,,30000,18898,1.587469573
,30000,18912,1.586294416,,30000,18904,1.586965722
,30000,18890,1.588141874,,30000,18905,1.586881777
,30000,18907,1.586713915,,30000,18921,1.585539876
,30000,18932,1.584618635,,30000,18908,1.586629998
,30000,18909,1.586546089,,30000,18912,1.586294416
,30000,18911,1.586378298,,30000,18900,1.587301587
,30000,18908,1.586629998,,30000,18886,1.588478238
,30000,18897,1.58755358,,30000,18913,1.586210543
,30000,18897,1.58755358,,30000,18921,1.585539876
,30000,18898,1.587469573,,30000,18910,1.586462189
,30000,18900,1.587301587,,30000,18901,1.587217608
,30000,18902,1.587133637,,30000,18917,1.585875139
,30000,18882,1.588814744,,30000,18902,1.587133637
,30000,18902,1.587133637,,30000,18922,1.585456083
,30000,18916,1.585958977,,30000,18895,1.587721619
,30000,18902,1.587133637,,30000,18899,1.587385576
,30000,18912,1.586294416,,30000,18915,1.586042823
,30000,18896,1.587637595,,30000,18915,1.586042823
,30000,18907,1.586713915,,30000,18913,1.586210543
,30000,18904,1.586965722,,30000,18911,1.586378298
,30000,18904,1.586965722,,30000,18914,1.586126679
,30000,18901,1.587217608,,30000,18912,1.586294416
,30000,18910,1.586462189,,30000,18892,1.587973746
,30000,18907,1.586713915,,30000,18917,1.585875139
,30000,18891,1.588057805,,30000,18899,1.587385576
,30000,18895,1.587721619,,30000,18900,1.587301587
,30000,18915,1.586042823,,30000,18902,1.587133637
,30000,18907,1.586713915,,30000,18916,1.585958977
,30000,18873,1.589572405,,30000,18894,1.587805653
,30000,18914,1.586126679,,30000,18918,1.58579131
,30000,18912,1.586294416,,30000,18915,1.586042823
,30000,18894,1.587805653,,30000,18894,1.587805653
,30000,18906,1.586797842,,30000,18898,1.587469573
,30000,18898,1.587469573,,30000,18885,1.588562351
,30000,18917,1.585875139,,30000,18898,1.587469573
,30000,18889,1.588225952,,30000,18905,1.586881777
,30000,18898,1.587469573,,30000,18898,1.587469573
,30000,18912,1.586294416,,30000,18915,1.586042823
,30000,18915,1.586042823,,30000,18913,1.586210543
,30000,18896,1.587637595,,30000,18913,1.586210543
,30000,18900,1.587301587,,30000,18928,1.584953508
,30000,18904,1.586965722,,30000,18912,1.586294416
,30000,18922,1.585456083,,30000,18906,1.586797842
,30000,18899,1.587385576,,30000,18912,1.586294416
,30000,18889,1.588225952,,30000,18911,1.586378298
,30000,18907,1.586713915,,30000,18921,1.585539876
,30000,18908,1.586629998,,30000,18898,1.587469573
,30000,18894,1.587805653,,30000,18881,1.588898893
,30000,18899,1.587385576,,30000,18902,1.587133637
,30000,18912,1.586294416,,30000,18903,1.587049675
,30000,18917,1.585875139,,30000,18914,1.586126679
,30000,18888,1.588310038,,30000,18928,1.584953508
,30000,18894,1.587805653,,30000,18906,1.586797842
,30000,18880,1.588983051,,30000,18905,1.586881777
,30000,18914,1.586126679,,30000,18917,1.585875139
,35000,22071,1.58579131,,35000,22084,1.584857816
,35000,22054,1.587013694,,35000,22064,1.586294416
,35000,22059,1.586653973,,35000,22079,1.585216722
,35000,22060,1.586582049,,35000,22079,1.585216722
,35000,22063,1.586366315,,35000,22076,1.585432144
,35000,22077,1.58536033,,35000,22077,1.58536033
,35000,22086,1.584714299,,35000,22058,1.586725904
,35000,22051,1.587229604,,35000,22063,1.586366315
,35000,22072,1.585719464,,35000,22070,1.585863163
,35000,22061,1.586510131,,35000,22076,1.585432144
,35000,22054,1.587013694,,35000,22059,1.586653973
,35000,22058,1.586725904,,35000,22083,1.584929584
,35000,22042,1.587877688,,35000,22060,1.586582049
,35000,22070,1.585863163,,35000,22052,1.587157627
,35000,22063,1.586366315,,35000,22060,1.586582049
,35000,22037,1.588237963,,35000,22052,1.587157627
,35000,22066,1.586150639,,35000,22065,1.586222524
,35000,22069,1.585935022,,35000,22068,1.586006888
,35000,22056,1.586869786,,35000,22077,1.58536033
,35000,22067,1.58607876,,35000,22070,1.585863163
,35000,22051,1.587229604,,35000,22065,1.586222524
,35000,22092,1.584283904,,35000,22089,1.584499072
,35000,22041,1.58794973,,35000,22080,1.585144928
,35000,22076,1.585432144,,35000,22082,1.585001359
,35000,22063,1.586366315,,35000,22093,1.584212194
,35000,22044,1.587733624,,35000,22070,1.585863163
,35000,22065,1.586222524,,35000,22078,1.585288523
,35000,22064,1.586294416,,35000,22068,1.586006888
,35000,22066,1.586150639,,35000,22082,1.585001359
,35000,22058,1.586725904,,35000,22073,1.585647624
,35000,22057,1.586797842,,35000,22095,1.584068794
,35000,22062,1.58643822,,35000,22041,1.58794973
,35000,22066,1.586150639,,35000,22070,1.585863163
,35000,22079,1.585216722,,35000,22083,1.584929584
,35000,22081,1.58507314,,35000,22062,1.58643822
,35000,22071,1.58579131,,35000,22091,1.58435562
,35000,22054,1.587013694,,35000,22099,1.583782072
,35000,22074,1.585575791,,35000,22078,1.585288523
,35000,22051,1.587229604,,35000,22064,1.586294416
,35000,22055,1.586941737,,35000,22070,1.585863163
,35000,22056,1.586869786,,35000,22078,1.585288523
,35000,22067,1.58607876,,35000,22070,1.585863163
,35000,22057,1.586797842,,35000,22056,1.586869786
,35000,22088,1.584570808,,35000,22079,1.585216722
,35000,22072,1.585719464,,35000,22071,1.58579131
,35000,22078,1.585288523,,35000,22071,1.58579131
,35000,22054,1.587013694,,35000,22053,1.587085657
,35000,22056,1.586869786,,35000,22067,1.58607876
,35000,22052,1.587157627,,35000,22058,1.586725904
,35000,22081,1.58507314,,35000,22098,1.583853742
,35000,22082,1.585001359,,35000,22076,1.585432144
,35000,22065,1.586222524,,35000,22081,1.58507314
,35000,22076,1.585432144,,35000,22074,1.585575791
,35000,22078,1.585288523,,35000,22056,1.586869786
,35000,22053,1.587085657,,35000,22066,1.586150639
,35000,22061,1.586510131,,35000,22091,1.58435562
,35000,22052,1.587157627,,35000,22053,1.587085657
,35000,22051,1.587229604,,35000,22081,1.58507314
,35000,22082,1.585001359,,35000,22057,1.586797842
,35000,22053,1.587085657,,35000,22073,1.585647624
,35000,22080,1.585144928,,35000,22044,1.587733624
,35000,22037,1.588237963,,35000,22089,1.584499072
,35000,22076,1.585432144,,35000,22057,1.586797842
,35000,22073,1.585647624,,35000,22071,1.58579131
,35000,22066,1.586150639,,35000,22062,1.58643822
,35000,22063,1.586366315,,35000,22068,1.586006888
,35000,22079,1.585216722,,35000,22049,1.587373577
,35000,22079,1.585216722,,35000,22048,1.587445573
,35000,22056,1.586869786,,35000,22075,1.585503964
,35000,22067,1.58607876,,35000,22047,1.587517576
,35000,22053,1.587085657,,35000,22095,1.584068794
,35000,22057,1.586797842,,35000,22075,1.585503964
,35000,22054,1.587013694,,35000,22065,1.586222524
,35000,22062,1.58643822,,35000,22070,1.585863163
,35000,22073,1.585647624,,35000,22070,1.585863163
,35000,22073,1.585647624,,35000,22073,1.585647624
,35000,22056,1.586869786,,35000,22045,1.587661601
,35000,22049,1.587373577,,35000,22070,1.585863163
,35000,22068,1.586006888,,35000,22084,1.584857816
,35000,22072,1.585719464,,35000,22053,1.587085657
,35000,22082,1.585001359,,35000,22063,1.586366315
,35000,22061,1.586510131,,35000,22072,1.585719464
,35000,22059,1.586653973,,35000,22068,1.586006888
,35000,22075,1.585503964,,35000,22072,1.585719464
,35000,22058,1.586725904,,35000,22073,1.585647624
,35000,22080,1.585144928,,35000,22082,1.585001359
,35000,22051,1.587229604,,35000,22080,1.585144928
,35000,22044,1.587733624,,35000,22078,1.585288523
,35000,22079,1.585216722,,35000,22115,1.58263622
,35000,22078,1.585288523,,35000,22078,1.585288523
,35000,22072,1.585719464,,35000,22064,1.586294416
,35000,22060,1.586582049,,35000,22066,1.586150639
,35000,22056,1.586869786,,35000,22054,1.587013694
,35000,22053,1.587085657,,35000,22072,1.585719464
,35000,22073,1.585647624,,35000,22073,1.585647624
,35000,22054,1.587013694,,35000,22069,1.585935022
,35000,22066,1.586150639,,35000,22069,1.585935022
,35000,22063,1.586366315,,35000,22091,1.58435562
,35000,22072,1.585719464,,35000,22072,1.585719464
,35000,22054,1.587013694,,35000,22058,1.586725904
,40000,25220,1.586042823,,40000,25216,1.586294416
,40000,25219,1.586105714,,40000,25217,1.58623151
,40000,25232,1.585288523,,40000,25233,1.585225697
,40000,25215,1.586357327,,40000,25223,1.585854181
,40000,25213,1.586483163,,40000,25210,1.586671956
,40000,25208,1.586797842,,40000,25219,1.586105714
,40000,25203,1.587112645,,40000,25203,1.587112645
,40000,25217,1.58623151,,40000,25216,1.586294416
,40000,25235,1.585100059,,40000,25217,1.58623151
,40000,25217,1.58623151,,40000,25226,1.585665583
,40000,25216,1.586294416,,40000,25227,1.585602727
,40000,25191,1.587868683,,40000,25218,1.58616861
,40000,25197,1.587490574,,40000,25231,1.585351353
,40000,25240,1.584786054,,40000,25233,1.585225697
,40000,25205,1.586986709,,40000,25234,1.585162875
,40000,25217,1.58623151,,40000,25216,1.586294416
,40000,25233,1.585225697,,40000,25229,1.58547703
,40000,25218,1.58616861,,40000,25206,1.586923748
,40000,25218,1.58616861,,40000,25227,1.585602727
,40000,25240,1.584786054,,40000,25192,1.587805653
,40000,25207,1.586860793,,40000,25230,1.585414189
,40000,25203,1.587112645,,40000,25222,1.585917057
,40000,25204,1.587049675,,40000,25253,1.583970221
,40000,25220,1.586042823,,40000,25212,1.586546089
,40000,25197,1.587490574,,40000,25208,1.586797842
,40000,25213,1.586483163,,40000,25218,1.58616861
,40000,25213,1.586483163,,40000,25227,1.585602727
,40000,25222,1.585917057,,40000,25213,1.586483163
,40000,25228,1.585539876,,40000,25211,1.58660902
,40000,25223,1.585854181,,40000,25211,1.58660902
,40000,25233,1.585225697,,40000,25207,1.586860793
,40000,25218,1.58616861,,40000,25221,1.585979937
,40000,25221,1.585979937,,40000,25204,1.587049675
,40000,25230,1.585414189,,40000,25233,1.585225697
,40000,25216,1.586294416,,40000,25233,1.585225697
,40000,25226,1.585665583,,40000,25214,1.586420243
,40000,25229,1.58547703,,40000,25229,1.58547703
,40000,25245,1.584472173,,40000,25210,1.586671956
,40000,25216,1.586294416,,40000,25222,1.585917057
,40000,25216,1.586294416,,40000,25228,1.585539876
,40000,25208,1.586797842,,40000,25243,1.58459771
,40000,25215,1.586357327,,40000,25210,1.586671956
,40000,25229,1.58547703,,40000,25220,1.586042823
,40000,25217,1.58623151,,40000,25208,1.586797842
,40000,25189,1.58799476,,40000,25221,1.585979937
,40000,25197,1.587490574,,40000,25215,1.586357327
,40000,25195,1.587616591,,40000,25231,1.585351353
,40000,25214,1.586420243,,40000,25232,1.585288523
,40000,25211,1.58660902,,40000,25211,1.58660902
,40000,25210,1.586671956,,40000,25228,1.585539876
,40000,25215,1.586357327,,40000,25208,1.586797842
,40000,25217,1.58623151,,40000,25219,1.586105714
,40000,25200,1.587301587,,40000,25247,1.584346655
,40000,25214,1.586420243,,40000,25228,1.585539876
,40000,25202,1.587175621,,40000,25225,1.585728444
,40000,25217,1.58623151,,40000,25228,1.585539876
,40000,25191,1.587868683,,40000,25202,1.587175621
,40000,25198,1.587427574,,40000,25220,1.586042823
,40000,25218,1.58616861,,40000,25248,1.584283904
,40000,25198,1.587427574,,40000,25232,1.585288523
,40000,25196,1.58755358,,40000,25224,1.58579131
,40000,25201,1.587238602,,40000,25229,1.58547703
,40000,25195,1.587616591,,40000,25248,1.584283904
,40000,25216,1.586294416,,40000,25243,1.58459771
,40000,25214,1.586420243,,40000,25222,1.585917057
,40000,25185,1.588246972,,40000,25226,1.585665583
,40000,25220,1.586042823,,40000,25220,1.586042823
,40000,25239,1.584848845,,40000,25226,1.585665583
,40000,25204,1.587049675,,40000,25223,1.585854181
,40000,25210,1.586671956,,40000,25249,1.584221157
,40000,25216,1.586294416,,40000,25218,1.58616861
,40000,25213,1.586483163,,40000,25208,1.586797842
,40000,25209,1.586734896,,40000,25239,1.584848845
,40000,25210,1.586671956,,40000,25210,1.586671956
,40000,25234,1.585162875,,40000,25226,1.585665583
,40000,25198,1.587427574,,40000,25200,1.587301587
,40000,25232,1.585288523,,40000,25210,1.586671956
,40000,25220,1.586042823,,40000,25233,1.585225697
,40000,25227,1.585602727,,40000,25221,1.585979937
,40000,25209,1.586734896,,40000,25234,1.585162875
,40000,25229,1.58547703,,40000,25237,1.584974442
,40000,25205,1.586986709,,40000,25224,1.58579131
,40000,25222,1.585917057,,40000,25234,1.585162875
,40000,25212,1.586546089,,40000,25220,1.586042823
,40000,25212,1.586546089,,40000,25219,1.586105714
,40000,25219,1.586105714,,40000,25212,1.586546089
,40000,25223,1.585854181,,40000,25233,1.585225697
,40000,25214,1.586420243,,40000,25240,1.584786054
,40000,25220,1.586042823,,40000,25234,1.585162875
,40000,25220,1.586042823,,40000,25199,1.587364578
,40000,25212,1.586546089,,40000,25246,1.584409411
,40000,25215,1.586357327,,40000,25222,1.585917057
,40000,25240,1.584786054,,40000,25205,1.586986709
,40000,25232,1.585288523,,40000,25230,1.585414189
,40000,25223,1.585854181,,40000,25228,1.585539876
,40000,25220,1.586042823,,40000,25228,1.585539876
,40000,25210,1.586671956,,40000,25228,1.585539876
,40000,25224,1.58579131,,40000,25227,1.585602727
,40000,25203,1.587112645,,40000,25228,1.585539876
,40000,25217,1.58623151,,40000,25235,1.585100059
