File Name,File Size,Zipped File Size,Compression Ratio (Non-BWT Text),,,,Compression Ratio (BWT Text)
,15000,4848,3.094059406,15000,,4869,3.080714726
,15000,4851,3.092145949,15000,,4861,3.085784818
,15000,4867,3.081980686,15000,,4854,3.090234858
,15000,4853,3.090871626,15000,,4837,3.10109572
,15000,4841,3.098533361,15000,,4844,3.096614368
,15000,4885,3.07062436,15000,,4855,3.089598352
,15000,4833,3.103662322,15000,,4839,3.099814011
,15000,4856,3.088962109,15000,,4854,3.090234858
,15000,4888,3.068739771,15000,,4869,3.080714726
,15000,4852,3.091508656,15000,,4852,3.091508656
,15000,4876,3.076292043,15000,,4864,3.083881579
,15000,4863,3.084515731,15000,,4861,3.085784818
,15000,4851,3.092145949,15000,,4858,3.087690408
,15000,4829,3.106233175,15000,,4876,3.076292043
,15000,4850,3.092783505,15000,,4842,3.097893432
,20000,6347,3.151095006,20000,,6362,3.143665514
,20000,6358,3.145643284,20000,,6376,3.136762861
,20000,6363,3.14317146,20000,,6364,3.142677561
,20000,6360,3.144654088,20000,,6364,3.142677561
,20000,6358,3.145643284,20000,,6353,3.148118999
,20000,6343,3.153082138,20000,,6378,3.135779241
,20000,6333,3.158060951,20000,,6361,3.144159723
,20000,6347,3.151095006,20000,,6347,3.151095006
,20000,6354,3.147623544,20000,,6335,3.157063931
,20000,6365,3.142183818,20000,,6395,3.127443315
,20000,6342,3.153579313,20000,,6350,3.149606299
,20000,6352,3.14861461,20000,,6327,3.161055793
,20000,6362,3.143665514,20000,,6356,3.146633103
,20000,6371,3.139224612,20000,,6364,3.142677561
,20000,6355,3.147128245,20000,,6340,3.154574132
,20000,6318,3.165558721,20000,,6360,3.144654088
,20000,6336,3.156565657,20000,,6367,3.141196796
,20000,6354,3.147623544,20000,,6346,3.151591554
,20000,6348,3.150598614,20000,,6373,3.138239448
,20000,6332,3.158559697,20000,,6351,3.149110376
,20000,6359,3.145148608,20000,,6352,3.14861461
,20000,6358,3.145643284,20000,,6365,3.142183818
,20000,6352,3.14861461,20000,,6372,3.138731952
,20000,6336,3.156565657,20000,,6368,3.140703518
,20000,6340,3.154574132,20000,,6355,3.147128245
,20000,6360,3.144654088,20000,,6350,3.149606299
,20000,6358,3.145643284,20000,,6349,3.150102378
,20000,6347,3.151095006,20000,,6357,3.146138115
,20000,6322,3.163555837,20000,,6379,3.135287663
,20000,6342,3.153579313,20000,,6339,3.155071778
,20000,6362,3.143665514,20000,,6353,3.148118999
,20000,6366,3.141690229,20000,,6364,3.142677561
,20000,6373,3.138239448,20000,,6353,3.148118999
,20000,6356,3.146633103,20000,,6373,3.138239448
,20000,6359,3.145148608,20000,,6313,3.168065896
,20000,6358,3.145643284,20000,,6382,3.133813851
,20000,6338,3.15556958,20000,,6355,3.147128245
,20000,6367,3.141196796,20000,,6381,3.134304968
,20000,6337,3.15606754,20000,,6354,3.147623544
,20000,6375,3.137254902,20000,,6364,3.142677561
,20000,6357,3.146138115,20000,,6370,3.139717425
,20000,6350,3.149606299,20000,,6332,3.158559697
,20000,6378,3.135779241,20000,,6359,3.145148608
,20000,6339,3.155071778,20000,,6343,3.153082138
,20000,6343,3.153082138,20000,,6343,3.153082138
,20000,6356,3.146633103,20000,,6343,3.153082138
,20000,6357,3.146138115,20000,,6351,3.149110376
,20000,6337,3.15606754,20000,,6368,3.140703518
,20000,6350,3.149606299,20000,,6387,3.131360576
,20000,6356,3.146633103,20000,,6341,3.154076644
,20000,6348,3.150598614,20000,,6365,3.142183818
,20000,6342,3.153579313,20000,,6360,3.144654088
,20000,6333,3.158060951,20000,,6367,3.141196796
,20000,6345,3.152088258,20000,,6373,3.138239448
,20000,6343,3.153082138,20000,,6398,3.125976868
,20000,6356,3.146633103,20000,,6371,3.139224612
,20000,6325,3.162055336,20000,,6344,3.15258512
,20000,6332,3.158559697,20000,,6367,3.141196796
,20000,6351,3.149110376,20000,,6363,3.14317146
,20000,6357,3.146138115,20000,,6370,3.139717425
,20000,6339,3.155071778,20000,,6356,3.146633103
,20000,6337,3.15606754,20000,,6355,3.147128245
,20000,6335,3.157063931,20000,,6389,3.130380341
,20000,6362,3.143665514,20000,,6328,3.160556258
,20000,6351,3.149110376,20000,,6376,3.136762861
,20000,6359,3.145148608,20000,,6381,3.134304968
,20000,6345,3.152088258,20000,,6337,3.15606754
,20000,6381,3.134304968,20000,,6360,3.144654088
,20000,6350,3.149606299,20000,,6373,3.138239448
,20000,6345,3.152088258,20000,,6350,3.149606299
,20000,6345,3.152088258,20000,,6359,3.145148608
,20000,6358,3.145643284,20000,,6353,3.148118999
,20000,6344,3.15258512,20000,,6379,3.135287663
,20000,6361,3.144159723,20000,,6406,3.122073057
,20000,6365,3.142183818,20000,,6346,3.151591554
,20000,6335,3.157063931,20000,,6359,3.145148608
,20000,6355,3.147128245,20000,,6370,3.139717425
,20000,6335,3.157063931,20000,,6368,3.140703518
,20000,6350,3.149606299,20000,,6373,3.138239448
,20000,6363,3.14317146,20000,,6362,3.143665514
,20000,6339,3.155071778,20000,,6356,3.146633103
,20000,6351,3.149110376,20000,,6362,3.143665514
,20000,6344,3.15258512,20000,,6372,3.138731952
,20000,6339,3.155071778,20000,,6378,3.135779241
,20000,6355,3.147128245,20000,,6368,3.140703518
,20000,6338,3.15556958,20000,,6351,3.149110376
,20000,6368,3.140703518,20000,,6366,3.141690229
,20000,6367,3.141196796,20000,,6350,3.149606299
,20000,6358,3.145643284,20000,,6359,3.145148608
,20000,6336,3.156565657,20000,,6347,3.151095006
,20000,6372,3.138731952,20000,,6328,3.160556258
,20000,6335,3.157063931,20000,,6356,3.146633103
,20000,6349,3.150102378,20000,,6409,3.12061164
,20000,6359,3.145148608,20000,,6363,3.14317146
,20000,6339,3.155071778,20000,,6377,3.136270974
,20000,6340,3.154574132,20000,,6332,3.158559697
,20000,6378,3.135779241,20000,,6354,3.147623544
,20000,6368,3.140703518,20000,,6365,3.142183818
,20000,6356,3.146633103,20000,,6360,3.144654088
,20000,6341,3.154076644,20000,,6370,3.139717425
,25000,7875,3.174603175,25000,,7904,3.162955466
,25000,7878,3.173394263,25000,,7882,3.171783811
,25000,7886,3.170174994,25000,,7890,3.168567807
,25000,7891,3.168166265,25000,,7854,3.183091418
,25000,7869,3.177023764,25000,,7911,3.160156744
,25000,7904,3.162955466,25000,,7877,3.173797131
,25000,7868,3.177427555,25000,,7846,3.186336987
,25000,7884,3.170979198,25000,,7869,3.177023764
,25000,7892,3.167764825,25000,,7874,3.17500635
,25000,7873,3.175409628,25000,,7893,3.167363487
,25000,7852,3.183902191,25000,,7885,3.170577045
,25000,7832,3.192032686,25000,,7875,3.174603175
,25000,7876,3.174200102,25000,,7876,3.174200102
,25000,7869,3.177023764,25000,,7873,3.175409628
,25000,7859,3.181066293,25000,,7885,3.170577045
,25000,7915,3.158559697,25000,,7848,3.185524975
,25000,7873,3.175409628,25000,,7881,3.172186271
,25000,7875,3.174603175,25000,,7891,3.168166265
,25000,7876,3.174200102,25000,,7888,3.169371197
,25000,7860,3.180661578,25000,,7903,3.163355688
,25000,7881,3.172186271,25000,,7866,3.178235444
,25000,7862,3.179852455,25000,,7883,3.171381454
,25000,7899,3.16495759,25000,,7888,3.169371197
,25000,7893,3.167363487,25000,,7885,3.170577045
,25000,7886,3.170174994,25000,,7911,3.160156744
,25000,7885,3.170577045,25000,,7857,3.181876034
,25000,7864,3.179043744,25000,,7886,3.170174994
,25000,7877,3.173797131,25000,,7879,3.172991496
,25000,7880,3.172588832,25000,,7906,3.162155325
,25000,7852,3.183902191,25000,,7907,3.161755407
,25000,7886,3.170174994,25000,,7891,3.168166265
,25000,7881,3.172186271,25000,,7871,3.176216491
,25000,7870,3.176620076,25000,,7864,3.179043744
,25000,7870,3.176620076,25000,,7882,3.171783811
,25000,7849,3.185119123,25000,,7902,3.163756011
,25000,7888,3.169371197,25000,,7851,3.184307731
,25000,7882,3.171783811,25000,,7864,3.179043744
,25000,7842,3.187962255,25000,,7871,3.176216491
,25000,7880,3.172588832,25000,,7854,3.183091418
,25000,7853,3.183496753,25000,,7873,3.175409628
,25000,7861,3.180256965,25000,,7892,3.167764825
,25000,7881,3.172186271,25000,,7858,3.181471112
,25000,7860,3.180661578,25000,,7874,3.17500635
,25000,7865,3.178639542,25000,,7854,3.183091418
,25000,7858,3.181471112,25000,,7886,3.170174994
,25000,7870,3.176620076,25000,,7862,3.179852455
,25000,7887,3.169773044,25000,,7881,3.172186271
,25000,7865,3.178639542,25000,,7859,3.181066293
,25000,7902,3.163756011,25000,,7887,3.169773044
,25000,7879,3.172991496,25000,,7840,3.18877551
,25000,7902,3.163756011,25000,,7875,3.174603175
,25000,7878,3.173394263,25000,,7868,3.177427555
,25000,7883,3.171381454,25000,,7882,3.171783811
,25000,7889,3.168969451,25000,,7869,3.177023764
,25000,7885,3.170577045,25000,,7857,3.181876034
,25000,7851,3.184307731,25000,,7847,3.185930929
,25000,7861,3.180256965,25000,,7893,3.167363487
,25000,7873,3.175409628,25000,,7865,3.178639542
,25000,7870,3.176620076,25000,,7895,3.166561115
,25000,7878,3.173394263,25000,,7881,3.172186271
,25000,7865,3.178639542,25000,,7883,3.171381454
,25000,7879,3.172991496,25000,,7894,3.16696225
,25000,7883,3.171381454,25000,,7889,3.168969451
,25000,7860,3.180661578,25000,,7876,3.174200102
,25000,7843,3.187555782,25000,,7875,3.174603175
,25000,7894,3.16696225,25000,,7887,3.169773044
,25000,7877,3.173797131,25000,,7894,3.16696225
,25000,7868,3.177427555,25000,,7885,3.170577045
,25000,7882,3.171783811,25000,,7877,3.173797131
,25000,7890,3.168567807,25000,,7880,3.172588832
,25000,7894,3.16696225,25000,,7859,3.181066293
,25000,7896,3.166160081,25000,,7893,3.167363487
,25000,7880,3.172588832,25000,,7877,3.173797131
,25000,7892,3.167764825,25000,,7893,3.167363487
,25000,7865,3.178639542,25000,,7877,3.173797131
,25000,7887,3.169773044,25000,,7886,3.170174994
,25000,7866,3.178235444,25000,,7842,3.187962255
,25000,7867,3.177831448,25000,,7893,3.167363487
,25000,7857,3.181876034,25000,,7874,3.17500635
,25000,7858,3.181471112,25000,,7886,3.170174994
,25000,7867,3.177831448,25000,,7873,3.175409628
,25000,7915,3.158559697,25000,,7865,3.178639542
,25000,7840,3.18877551,25000,,7890,3.168567807
,25000,7862,3.179852455,25000,,7894,3.16696225
,25000,7888,3.169371197,25000,,7916,3.158160687
,25000,7878,3.173394263,25000,,7876,3.174200102
,25000,7862,3.179852455,25000,,7881,3.172186271
,25000,7879,3.172991496,25000,,7874,3.17500635
,25000,7883,3.171381454,25000,,7852,3.183902191
,25000,7863,3.179448048,25000,,7863,3.179448048
,25000,7876,3.174200102,25000,,7852,3.183902191
,25000,7878,3.173394263,25000,,7878,3.173394263
,25000,7886,3.170174994,25000,,7875,3.174603175
,25000,7873,3.175409628,25000,,7881,3.172186271
,25000,7884,3.170979198,25000,,7880,3.172588832
,25000,7862,3.179852455,25000,,7896,3.166160081
,25000,7866,3.178235444,25000,,7859,3.181066293
,25000,7876,3.174200102,25000,,7872,3.175813008
,25000,7891,3.168166265,25000,,7914,3.158958807
,25000,7849,3.185119123,25000,,7900,3.164556962
,30000,9343,3.210960077,30000,,9391,3.194547971
,30000,9333,3.214400514,30000,,9371,3.201365916
,30000,9375,3.2,30000,,9355,3.206841261
,30000,9342,3.211303789,30000,,9361,3.204785813
,30000,9352,3.207869974,30000,,9366,3.203074952
,30000,9375,3.2,30000,,9369,3.202049312
,30000,9361,3.204785813,30000,,9378,3.198976328
,30000,9371,3.201365916,30000,,9361,3.204785813
,30000,9355,3.206841261,30000,,9349,3.208899348
,30000,9368,3.202391119,30000,,9382,3.197612449
,30000,9370,3.201707577,30000,,9357,3.206155819
,30000,9372,3.201024328,30000,,9359,3.20547067
,30000,9340,3.211991435,30000,,9407,3.189114489
,30000,9337,3.213023455,30000,,9347,3.209585963
,30000,9364,3.203759077,30000,,9385,3.196590304
,30000,9359,3.20547067,30000,,9395,3.193187866
,30000,9359,3.20547067,30000,,9382,3.197612449
,30000,9353,3.207526997,30000,,9368,3.202391119
,30000,9365,3.203416978,30000,,9375,3.2
,30000,9372,3.201024328,30000,,9364,3.203759077
,30000,9365,3.203416978,30000,,9367,3.202732999
,30000,9359,3.20547067,30000,,9355,3.206841261
,30000,9348,3.209242619,30000,,9355,3.206841261
,30000,9372,3.201024328,30000,,9350,3.20855615
,30000,9365,3.203416978,30000,,9382,3.197612449
,30000,9345,3.210272873,30000,,9362,3.204443495
,30000,9353,3.207526997,30000,,9397,3.192508247
,30000,9352,3.207869974,30000,,9385,3.196590304
,30000,9389,3.195228459,30000,,9383,3.197271662
,30000,9361,3.204785813,30000,,9365,3.203416978
,30000,9344,3.210616438,30000,,9400,3.191489362
,30000,9365,3.203416978,30000,,9343,3.210960077
,30000,9364,3.203759077,30000,,9336,3.213367609
,30000,9360,3.205128205,30000,,9345,3.210272873
,30000,9378,3.198976328,30000,,9390,3.194888179
,30000,9374,3.20034137,30000,,9386,3.196249734
,30000,9334,3.214056139,30000,,9334,3.214056139
,30000,9385,3.196590304,30000,,9349,3.208899348
,30000,9361,3.204785813,30000,,9365,3.203416978
,30000,9333,3.214400514,30000,,9350,3.20855615
,30000,9337,3.213023455,30000,,9364,3.203759077
,30000,9332,3.214744964,30000,,9346,3.209929382
,30000,9357,3.206155819,30000,,9367,3.202732999
,30000,9319,3.219229531,30000,,9402,3.190810466
,30000,9355,3.206841261,30000,,9352,3.207869974
,30000,9348,3.209242619,30000,,9380,3.198294243
,30000,9373,3.200682812,30000,,9384,3.196930946
,30000,9339,3.212335368,30000,,9370,3.201707577
,30000,9347,3.209585963,30000,,9363,3.20410125
,30000,9364,3.203759077,30000,,9377,3.199317479
,30000,9365,3.203416978,30000,,9365,3.203416978
,30000,9374,3.20034137,30000,,9345,3.210272873
,30000,9363,3.20410125,30000,,9361,3.204785813
,30000,9360,3.205128205,30000,,9371,3.201365916
,30000,9369,3.202049312,30000,,9359,3.20547067
,30000,9388,3.195568811,30000,,9369,3.202049312
,30000,9339,3.212335368,30000,,9357,3.206155819
,30000,9336,3.213367609,30000,,9332,3.214744964
,30000,9373,3.200682812,30000,,9371,3.201365916
,30000,9362,3.204443495,30000,,9338,3.212679375
,30000,9352,3.207869974,30000,,9389,3.195228459
,30000,9376,3.199658703,30000,,9373,3.200682812
,30000,9396,3.19284802,30000,,9352,3.207869974
,30000,9334,3.214056139,30000,,9374,3.20034137
,30000,9361,3.204785813,30000,,9378,3.198976328
,30000,9338,3.212679375,30000,,9359,3.20547067
,30000,9382,3.197612449,30000,,9364,3.203759077
,30000,9367,3.202732999,30000,,9375,3.2
,30000,9335,3.213711837,30000,,9336,3.213367609
,30000,9370,3.201707577,30000,,9354,3.207184092
,30000,9342,3.211303789,30000,,9380,3.198294243
,30000,9381,3.19795331,30000,,9375,3.2
,30000,9373,3.200682812,30000,,9371,3.201365916
,30000,9327,3.216468318,30000,,9374,3.20034137
,30000,9364,3.203759077,30000,,9370,3.201707577
,30000,9333,3.214400514,30000,,9395,3.193187866
,30000,9344,3.210616438,30000,,9379,3.198635249
,30000,9375,3.2,30000,,9385,3.196590304
,30000,9328,3.216123499,30000,,9350,3.20855615
,30000,9352,3.207869974,30000,,9347,3.209585963
,30000,9343,3.210960077,30000,,9352,3.207869974
,30000,9341,3.211647575,30000,,9363,3.20410125
,30000,9378,3.198976328,30000,,9335,3.213711837
,30000,9367,3.202732999,30000,,9389,3.195228459
,30000,9352,3.207869974,30000,,9377,3.199317479
,30000,9342,3.211303789,30000,,9358,3.205813208
,30000,9364,3.203759077,30000,,9362,3.204443495
,30000,9336,3.213367609,30000,,9370,3.201707577
,30000,9361,3.204785813,30000,,9357,3.206155819
,30000,9389,3.195228459,30000,,9401,3.191149878
,30000,9375,3.2,30000,,9349,3.208899348
,30000,9365,3.203416978,30000,,9381,3.19795331
,30000,9361,3.204785813,30000,,9369,3.202049312
,30000,9359,3.20547067,30000,,9379,3.198635249
,30000,9346,3.209929382,30000,,9388,3.195568811
,30000,9365,3.203416978,30000,,9334,3.214056139
,30000,9383,3.197271662,30000,,9373,3.200682812
,30000,9361,3.204785813,30000,,9324,3.217503218
,30000,9356,3.206498504,30000,,9360,3.205128205
,30000,9353,3.207526997,30000,,9369,3.202049312
,35000,10844,3.227591295,35000,,10846,3.226996128
,35000,10831,3.231465239,35000,,10861,3.222539361
,35000,10828,3.232360547,35000,,10856,3.224023581
,35000,10825,3.233256351,35000,,10817,3.235647592
,35000,10816,3.235946746,35000,,10859,3.223132885
,35000,10825,3.233256351,35000,,10847,3.226698626
,35000,10856,3.224023581,35000,,10852,3.225211942
,35000,10836,3.22997416,35000,,10828,3.232360547
,35000,10827,3.232659093,35000,,10878,3.217503218
,35000,10833,3.230868642,35000,,10856,3.224023581
,35000,10867,3.220760099,35000,,10860,3.222836096
,35000,10841,3.228484457,35000,,10845,3.227293684
,35000,10831,3.231465239,35000,,10817,3.235647592
,35000,10834,3.230570426,35000,,10846,3.226996128
,35000,10856,3.224023581,35000,,10849,3.226103788
,35000,10837,3.22967611,35000,,10886,3.21513871
,35000,10833,3.230868642,35000,,10842,3.228186681
,35000,10863,3.221946055,35000,,10844,3.227591295
,35000,10838,3.229378114,35000,,10860,3.222836096
,35000,10850,3.225806452,35000,,10872,3.219278882
,35000,10847,3.226698626,35000,,10815,3.236245955
,35000,10848,3.22640118,35000,,10850,3.225806452
,35000,10835,3.230272266,35000,,10834,3.230570426
,35000,10851,3.22550917,35000,,10835,3.230272266
,35000,10824,3.233555063,35000,,10870,3.219871205
,35000,10832,3.231166913,35000,,10852,3.225211942
,35000,10854,3.224617652,35000,,10850,3.225806452
,35000,10828,3.232360547,35000,,10832,3.231166913
,35000,10839,3.229080173,35000,,10835,3.230272266
,35000,10866,3.221056507,35000,,10818,3.235348493
,35000,10831,3.231465239,35000,,10847,3.226698626
,35000,10861,3.222539361,35000,,10857,3.223726628
,35000,10836,3.22997416,35000,,10860,3.222836096
,35000,10850,3.225806452,35000,,10861,3.222539361
,35000,10816,3.235946746,35000,,10863,3.221946055
,35000,10830,3.23176362,35000,,10867,3.220760099
,35000,10865,3.221352968,35000,,10837,3.22967611
,35000,10860,3.222836096,35000,,10847,3.226698626
,35000,10846,3.226996128,35000,,10873,3.218982801
,35000,10847,3.226698626,35000,,10860,3.222836096
,35000,10864,3.221649485,35000,,10877,3.217799025
,35000,10869,3.220167449,35000,,10834,3.230570426
,35000,10834,3.230570426,35000,,10836,3.22997416
,35000,10816,3.235946746,35000,,10838,3.229378114
,35000,10822,3.234152652,35000,,10851,3.22550917
,35000,10815,3.236245955,35000,,10880,3.216911765
,35000,10855,3.22432059,35000,,10848,3.22640118
,35000,10844,3.227591295,35000,,10854,3.224617652
,35000,10841,3.228484457,35000,,10855,3.22432059
,35000,10846,3.226996128,35000,,10818,3.235348493
,35000,10862,3.222242681,35000,,10883,3.216024993
,35000,10852,3.225211942,35000,,10863,3.221946055
,35000,10845,3.227293684,35000,,10836,3.22997416
,35000,10839,3.229080173,35000,,10863,3.221946055
,35000,10855,3.22432059,35000,,10846,3.226996128
,35000,10828,3.232360547,35000,,10826,3.232957694
,35000,10844,3.227591295,35000,,10835,3.230272266
,35000,10879,3.217207464,35000,,10833,3.230868642
,35000,10835,3.230272266,35000,,10836,3.22997416
,35000,10844,3.227591295,35000,,10855,3.22432059
,35000,10824,3.233555063,35000,,10850,3.225806452
,35000,10819,3.23504945,35000,,10825,3.233256351
,35000,10846,3.226996128,35000,,10843,3.227888961
,35000,10857,3.223726628,35000,,10838,3.229378114
,35000,10837,3.22967611,35000,,10824,3.233555063
,35000,10827,3.232659093,35000,,10841,3.228484457
,35000,10813,3.236844539,35000,,10831,3.231465239
,35000,10827,3.232659093,35000,,10845,3.227293684
,35000,10853,3.22491477,35000,,10855,3.22432059
,35000,10837,3.22967611,35000,,10820,3.234750462
,35000,10821,3.234451529,35000,,10827,3.232659093
,35000,10868,3.220463747,35000,,10847,3.226698626
,35000,10824,3.233555063,35000,,10839,3.229080173
,35000,10831,3.231465239,35000,,10848,3.22640118
,35000,10837,3.22967611,35000,,10861,3.222539361
,35000,10834,3.230570426,35000,,10853,3.22491477
,35000,10877,3.217799025,35000,,10814,3.236545219
,35000,10855,3.22432059,35000,,10838,3.229378114
,35000,10887,3.214843391,35000,,10859,3.223132885
,35000,10845,3.227293684,35000,,10877,3.217799025
,35000,10818,3.235348493,35000,,10851,3.22550917
,35000,10878,3.217503218,35000,,10849,3.226103788
,35000,10829,3.232062056,35000,,10854,3.224617652
,35000,10867,3.220760099,35000,,10852,3.225211942
,35000,10876,3.218094888,35000,,10846,3.226996128
,35000,10847,3.226698626,35000,,10870,3.219871205
,35000,10867,3.220760099,35000,,10851,3.22550917
,35000,10804,3.239540911,35000,,10863,3.221946055
,35000,10836,3.22997416,35000,,10871,3.219575016
,35000,10834,3.230570426,35000,,10829,3.232062056
,35000,10863,3.221946055,35000,,10843,3.227888961
,35000,10849,3.226103788,35000,,10875,3.218390805
,35000,10820,3.234750462,35000,,10821,3.234451529
,35000,10844,3.227591295,35000,,10842,3.228186681
,35000,10817,3.235647592,35000,,10865,3.221352968
,35000,10824,3.233555063,35000,,10870,3.219871205
,35000,10855,3.22432059,35000,,10826,3.232957694
,35000,10835,3.230272266,35000,,10873,3.218982801
,35000,10856,3.224023581,35000,,10869,3.220167449
,35000,10871,3.219575016,35000,,10843,3.227888961
,40000,12327,3.244909548,40000,,12322,3.246226262
,40000,12281,3.257063757,40000,,12323,3.245962834
,40000,12316,3.24780773,40000,,12341,3.241228426
,40000,12324,3.245699448,40000,,12342,3.240965808
,40000,12335,3.242805026,40000,,12331,3.243856946
,40000,12319,3.247016803,40000,,12336,3.242542153
,40000,12338,3.242016534,40000,,12357,3.237031642
,40000,12341,3.241228426,40000,,12334,3.243067942
,40000,12329,3.244383162,40000,,12340,3.241491086
,40000,12328,3.244646334,40000,,12325,3.245436105
,40000,12352,3.238341969,40000,,12354,3.237817711
,40000,12318,3.247280403,40000,,12311,3.249126797
,40000,12333,3.243330901,40000,,12323,3.245962834
,40000,12347,3.239653357,40000,,12320,3.246753247
,40000,12292,3.25414904,40000,,12320,3.246753247
,40000,12338,3.242016534,40000,,12331,3.243856946
,40000,12337,3.242279322,40000,,12363,3.235460649
,40000,12320,3.246753247,40000,,12322,3.246226262
,40000,12320,3.246753247,40000,,12358,3.236769704
,40000,12321,3.246489733,40000,,12344,3.2404407
,40000,12336,3.242542153,40000,,12346,3.239915762
,40000,12311,3.249126797,40000,,12341,3.241228426
,40000,12306,3.250446936,40000,,12360,3.236245955
,40000,12344,3.2404407,40000,,12315,3.248071458
,40000,12371,3.233368361,40000,,12294,3.253619652
,40000,12317,3.247544045,40000,,12341,3.241228426
,40000,12328,3.244646334,40000,,12344,3.2404407
,40000,12331,3.243856946,40000,,12363,3.235460649
,40000,12315,3.248071458,40000,,12359,3.236507808
,40000,12321,3.246489733,40000,,12350,3.238866397
,40000,12330,3.244120032,40000,,12310,3.249390739
,40000,12321,3.246489733,40000,,12376,3.232062056
,40000,12337,3.242279322,40000,,12314,3.248335228
,40000,12343,3.240703233,40000,,12373,3.232845712
,40000,12363,3.235460649,40000,,12339,3.241753789
,40000,12353,3.238079819,40000,,12327,3.244909548
,40000,12340,3.241491086,40000,,12338,3.242016534
,40000,12340,3.241491086,40000,,12331,3.243856946
,40000,12311,3.249126797,40000,,12353,3.238079819
,40000,12300,3.25203252,40000,,12352,3.238341969
,40000,12347,3.239653357,40000,,12313,3.248599042
,40000,12338,3.242016534,40000,,12340,3.241491086
,40000,12347,3.239653357,40000,,12359,3.236507808
,40000,12345,3.24017821,40000,,12337,3.242279322
,40000,12336,3.242542153,40000,,12313,3.248599042
,40000,12329,3.244383162,40000,,12317,3.247544045
,40000,12309,3.249654724,40000,,12325,3.245436105
,40000,12363,3.235460649,40000,,12303,3.251239535
,40000,12342,3.240965808,40000,,12339,3.241753789
,40000,12347,3.239653357,40000,,12333,3.243330901
,40000,12320,3.246753247,40000,,12355,3.237555645
,40000,12329,3.244383162,40000,,12355,3.237555645
,40000,12354,3.237817711,40000,,12331,3.243856946
,40000,12362,3.235722375,40000,,12318,3.247280403
,40000,12333,3.243330901,40000,,12326,3.245172805
,40000,12346,3.239915762,40000,,12339,3.241753789
,40000,12334,3.243067942,40000,,12326,3.245172805
,40000,12325,3.245436105,40000,,12314,3.248335228
,40000,12318,3.247280403,40000,,12336,3.242542153
,40000,12328,3.244646334,40000,,12339,3.241753789
,40000,12314,3.248335228,40000,,12338,3.242016534
,40000,12319,3.247016803,40000,,12378,3.231539829
,40000,12348,3.239390994,40000,,12330,3.244120032
,40000,12358,3.236769704,40000,,12333,3.243330901
,40000,12362,3.235722375,40000,,12363,3.235460649
,40000,12346,3.239915762,40000,,12336,3.242542153
,40000,12326,3.245172805,40000,,12359,3.236507808
,40000,12328,3.244646334,40000,,12348,3.239390994
,40000,12307,3.250182823,40000,,12307,3.250182823
,40000,12347,3.239653357,40000,,12325,3.245436105
,40000,12324,3.245699448,40000,,12326,3.245172805
,40000,12339,3.241753789,40000,,12334,3.243067942
,40000,12329,3.244383162,40000,,12338,3.242016534
,40000,12354,3.237817711,40000,,12339,3.241753789
,40000,12334,3.243067942,40000,,12309,3.249654724
,40000,12355,3.237555645,40000,,12319,3.247016803
,40000,12322,3.246226262,40000,,12329,3.244383162
,40000,12328,3.244646334,40000,,12346,3.239915762
,40000,12329,3.244383162,40000,,12321,3.246489733
,40000,12345,3.24017821,40000,,12305,3.250711093
,40000,12330,3.244120032,40000,,12308,3.249918752
,40000,12323,3.245962834,40000,,12337,3.242279322
,40000,12341,3.241228426,40000,,12307,3.250182823
,40000,12335,3.242805026,40000,,12339,3.241753789
,40000,12353,3.238079819,40000,,12339,3.241753789
,40000,12322,3.246226262,40000,,12357,3.237031642
,40000,12287,3.255473264,40000,,12364,3.235198965
,40000,12339,3.241753789,40000,,12355,3.237555645
,40000,12306,3.250446936,40000,,12354,3.237817711
,40000,12332,3.243593902,40000,,12323,3.245962834
,40000,12315,3.248071458,40000,,12314,3.248335228
,40000,12332,3.243593902,40000,,12351,3.238604162
,40000,12354,3.237817711,40000,,12359,3.236507808
,40000,12344,3.2404407,40000,,12333,3.243330901
,40000,12349,3.239128674,40000,,12339,3.241753789
,40000,12317,3.247544045,40000,,12330,3.244120032
,40000,12341,3.241228426,40000,,12295,3.253355022
,40000,12284,3.256268317,40000,,12356,3.237293623
,40000,12356,3.237293623,40000,,12349,3.239128674
,40000,12363,3.235460649,40000,,12312,3.248862898
